学校名称,指标名称,标准答案,AI答案
华南农业大学,学术型博士学位点,待填充,0
华南农业大学,学术型硕士学位点,待填充,0
华南农业大学,教育部评估A类学科数量,待填充,0
华南农业大学,本科专业总数,待填充,98
华南农业大学,省级一流本科专业建设点,待填充,30
华南农业大学,省级一流本科课程,待填充,133
华南农业大学,省级教学成果奖,待填充,9
华南农业大学,软科中国最好学科排名前10%学科数量,待填充,2
华南农业大学珠江学院,ESI前1%学科数量,待填充,0
华南农业大学珠江学院,ESI前1‰学科数量,待填充,0
华南农业大学珠江学院,专业型博士学位点,待填充,0
华南农业大学珠江学院,专业型硕士学位点,待填充,0
华南农业大学珠江学院,国家双一流学科数量,待填充,0
华南农业大学珠江学院,国家级一流本科专业建设点,待填充,0
华南农业大学珠江学院,国家级一流本科课程,待填充,0
华南农业大学珠江学院,国家级教学成果奖,待填充,0
华南农业大学珠江学院,国家级高等教育智慧平台课程,待填充,1
华南农业大学珠江学院,学术型博士学位点,待填充,0
华南农业大学珠江学院,学术型硕士学位点,待填充,0
华南农业大学珠江学院,教育部评估A类学科数量,待填充,0
华南农业大学珠江学院,本科专业总数,待填充,43
华南农业大学珠江学院,省级一流本科专业建设点,待填充,2
华南农业大学珠江学院,省级一流本科课程,待填充,3
华南农业大学珠江学院,省级教学成果奖,待填充,0
华南农业大学珠江学院,软科中国最好学科排名前10%学科数量,待填充,0
华南师范大学,ESI前1%学科数量,待填充,13
华南师范大学,ESI前1‰学科数量,待填充,0
华南师范大学,专业型博士学位点,待填充,1
华南师范大学,专业型硕士学位点,待填充,1
华南师范大学,国家双一流学科数量,待填充,1
华南师范大学,国家级一流本科专业建设点,待填充,45
华南师范大学,国家级一流本科课程,待填充,64
华南师范大学,国家级教学成果奖,待填充,12
华南师范大学,国家级高等教育智慧平台课程,待填充,47
华南师范大学,学术型博士学位点,待填充,0
华南师范大学,学术型硕士学位点,待填充,1
华南师范大学,教育部评估A类学科数量,待填充,7
华南师范大学,本科专业总数,待填充,97
华南师范大学,省级一流本科专业建设点,待填充,19
华南师范大学,省级一流本科课程,待填充,151
华南师范大学,省级教学成果奖,待填充,10
华南师范大学,软科中国最好学科排名前10%学科数量,待填充,5
华南理工大学,ESI前1%学科数量,待填充,16
华南理工大学,ESI前1‰学科数量,待填充,5
华南理工大学,专业型博士学位点,待填充,0
华南理工大学,专业型硕士学位点,待填充,0
华南理工大学,国家双一流学科数量,待填充,4
华南理工大学,国家级一流本科专业建设点,待填充,60
华南理工大学,国家级一流本科课程,待填充,64
华南理工大学,国家级教学成果奖,待填充,7
华南理工大学,国家级高等教育智慧平台课程,待填充,66
华南理工大学,学术型博士学位点,待填充,0
华南理工大学,学术型硕士学位点,待填充,0
华南理工大学,教育部评估A类学科数量,待填充,6
华南理工大学,本科专业总数,待填充,145
华南理工大学,省级一流本科专业建设点,待填充,33
华南理工大学,省级一流本科课程,待填充,158
华南理工大学,省级教学成果奖,待填充,14
华南理工大学,软科中国最好学科排名前10%学科数量,待填充,10
南方医科大学,ESI前1%学科数量,待填充,14
南方医科大学,ESI前1‰学科数量,待填充,2
南方医科大学,专业型博士学位点,待填充,2
南方医科大学,专业型硕士学位点,待填充,0
南方医科大学,国家双一流学科数量,待填充,0
南方医科大学,国家级一流本科专业建设点,待填充,23
南方医科大学,国家级一流本科课程,待填充,52
南方医科大学,国家级教学成果奖,待填充,3
南方医科大学,国家级高等教育智慧平台课程,待填充,30
南方医科大学,学术型博士学位点,待填充,1
南方医科大学,学术型硕士学位点,待填充,0
南方医科大学,教育部评估A类学科数量,待填充,3
南方医科大学,本科专业总数,待填充,30
南方医科大学,省级一流本科专业建设点,待填充,6
南方医科大学,省级一流本科课程,待填充,137
南方医科大学,省级教学成果奖,待填充,9
南方医科大学,软科中国最好学科排名前10%学科数量,待填充,3
广东培正学院,ESI前1%学科数量,待填充,0
广东培正学院,ESI前1‰学科数量,待填充,0
广东培正学院,专业型博士学位点,待填充,0
广东培正学院,专业型硕士学位点,待填充,0
广东培正学院,国家双一流学科数量,待填充,0
广东培正学院,国家级一流本科专业建设点,待填充,0
广东培正学院,国家级一流本科课程,待填充,0
广东培正学院,国家级教学成果奖,待填充,0
广东培正学院,国家级高等教育智慧平台课程,待填充,1
广东培正学院,学术型博士学位点,待填充,0
广东培正学院,学术型硕士学位点,待填充,0
广东培正学院,教育部评估A类学科数量,待填充,0
广东培正学院,本科专业总数,待填充,46
广东培正学院,省级一流本科专业建设点,待填充,3
广东培正学院,省级一流本科课程,待填充,6
广东培正学院,省级教学成果奖,待填充,0
广东培正学院,软科中国最好学科排名前10%学科数量,待填充,0
广东外语外贸大学,ESI前1%学科数量,待填充,2
广东外语外贸大学,ESI前1‰学科数量,待填充,2
广东外语外贸大学,专业型博士学位点,待填充,2
广东外语外贸大学,专业型硕士学位点,待填充,3
广东外语外贸大学,国家双一流学科数量,待填充,0
广东外语外贸大学,国家级一流本科专业建设点,待填充,37
广东外语外贸大学,国家级一流本科课程,待填充,38
广东外语外贸大学,国家级教学成果奖,待填充,1
广东外语外贸大学,国家级高等教育智慧平台课程,待填充,27
广东外语外贸大学,学术型博士学位点,待填充,0
广东外语外贸大学,学术型硕士学位点,待填充,0
广东外语外贸大学,教育部评估A类学科数量,待填充,4
广东外语外贸大学,本科专业总数,待填充,74
广东外语外贸大学,省级一流本科专业建设点,待填充,29
广东外语外贸大学,省级一流本科课程,待填充,102
广东外语外贸大学,省级教学成果奖,待填充,5
广东外语外贸大学,软科中国最好学科排名前10%学科数量,待填充,2
广东外语外贸大学南国商学院,ESI前1%学科数量,待填充,0
广东外语外贸大学南国商学院,ESI前1‰学科数量,待填充,0
广东外语外贸大学南国商学院,专业型博士学位点,待填充,0
广东外语外贸大学南国商学院,专业型硕士学位点,待填充,0
广东外语外贸大学南国商学院,国家双一流学科数量,待填充,0
广东外语外贸大学南国商学院,国家级一流本科专业建设点,待填充,2
广东外语外贸大学南国商学院,国家级一流本科课程,待填充,1
广东外语外贸大学南国商学院,国家级教学成果奖,待填充,0
广东外语外贸大学南国商学院,国家级高等教育智慧平台课程,待填充,0
广东外语外贸大学南国商学院,学术型博士学位点,待填充,0
广东外语外贸大学南国商学院,学术型硕士学位点,待填充,0
广东外语外贸大学南国商学院,教育部评估A类学科数量,待填充,0
广东外语外贸大学南国商学院,本科专业总数,待填充,47
广东外语外贸大学南国商学院,省级一流本科专业建设点,待填充,4
广东外语外贸大学南国商学院,省级一流本科课程,待填充,8
广东外语外贸大学南国商学院,省级教学成果奖,待填充,0
广东外语外贸大学南国商学院,软科中国最好学科排名前10%学科数量,待填充,0
广东工业大学,ESI前1%学科数量,待填充,7
广东工业大学,ESI前1‰学科数量,待填充,5
广东工业大学,专业型博士学位点,待填充,3
广东工业大学,专业型硕士学位点,待填充,4
广东工业大学,国家双一流学科数量,待填充,0
广东工业大学,国家级一流本科专业建设点,待填充,37
广东工业大学,国家级一流本科课程,待填充,41
广东工业大学,国家级教学成果奖,待填充,0
广东工业大学,国家级高等教育智慧平台课程,待填充,15
广东工业大学,学术型博士学位点,待填充,4
广东工业大学,学术型硕士学位点,待填充,1
广东工业大学,教育部评估A类学科数量,待填充,7
广东工业大学,本科专业总数,待填充,92
广东工业大学,省级一流本科专业建设点,待填充,28
广东工业大学,省级一流本科课程,待填充,110
广东工业大学,省级教学成果奖,待填充,6
广东工业大学,软科中国最好学科排名前10%学科数量,待填充,2
广东技术师范大学,ESI前1%学科数量,待填充,1
广东技术师范大学,ESI前1‰学科数量,待填充,0
广东技术师范大学,专业型博士学位点,待填充,0
广东技术师范大学,专业型硕士学位点,待填充,3
广东技术师范大学,国家双一流学科数量,待填充,0
广东技术师范大学,国家级一流本科专业建设点,待填充,5
广东技术师范大学,国家级一流本科课程,待填充,6
广东技术师范大学,国家级教学成果奖,待填充,2
广东技术师范大学,国家级高等教育智慧平台课程,待填充,19
广东技术师范大学,学术型博士学位点,待填充,0
广东技术师范大学,学术型硕士学位点,待填充,2
广东技术师范大学,教育部评估A类学科数量,待填充,0
广东技术师范大学,本科专业总数,待填充,74
广东技术师范大学,省级一流本科专业建设点,待填充,19
广东技术师范大学,省级一流本科课程,待填充,53
广东技术师范大学,省级教学成果奖,待填充,4
广东技术师范大学,软科中国最好学科排名前10%学科数量,待填充,0
广东白云学院,ESI前1%学科数量,待填充,0
广东白云学院,ESI前1‰学科数量,待填充,0
广东白云学院,专业型博士学位点,待填充,0
广东白云学院,专业型硕士学位点,待填充,0
广东白云学院,国家双一流学科数量,待填充,0
广东白云学院,国家级一流本科专业建设点,待填充,0
广东白云学院,国家级一流本科课程,待填充,0
广东白云学院,国家级教学成果奖,待填充,0
广东白云学院,国家级高等教育智慧平台课程,待填充,5
广东白云学院,学术型博士学位点,待填充,0
广东白云学院,学术型硕士学位点,待填充,0
广东白云学院,教育部评估A类学科数量,待填充,0
广东白云学院,本科专业总数,待填充,61
广东白云学院,省级一流本科专业建设点,待填充,6
广东白云学院,省级一流本科课程,待填充,21
广东白云学院,省级教学成果奖,待填充,1
广东白云学院,软科中国最好学科排名前10%学科数量,待填充,0
广东第二师范学院,ESI前1%学科数量,待填充,0
广东第二师范学院,ESI前1‰学科数量,待填充,0
广东第二师范学院,专业型博士学位点,待填充,0
广东第二师范学院,专业型硕士学位点,待填充,0
广东第二师范学院,国家双一流学科数量,待填充,0
广东第二师范学院,国家级一流本科专业建设点,待填充,2
广东第二师范学院,国家级一流本科课程,待填充,1
广东第二师范学院,国家级教学成果奖,待填充,0
广东第二师范学院,国家级高等教育智慧平台课程,待填充,0
广东第二师范学院,学术型博士学位点,待填充,0
广东第二师范学院,学术型硕士学位点,待填充,0
广东第二师范学院,教育部评估A类学科数量,待填充,0
广东第二师范学院,本科专业总数,待填充,44
广东第二师范学院,省级一流本科专业建设点,待填充,5
广东第二师范学院,省级一流本科课程,待填充,17
广东第二师范学院,省级教学成果奖,待填充,1
广东第二师范学院,软科中国最好学科排名前10%学科数量,待填充,0
广东药科大学,ESI前1%学科数量,待填充,5
广东药科大学,ESI前1‰学科数量,待填充,0
广东药科大学,专业型博士学位点,待填充,0
广东药科大学,专业型硕士学位点,待填充,2
广东药科大学,国家双一流学科数量,待填充,0
广东药科大学,国家级一流本科专业建设点,待填充,6
广东药科大学,国家级一流本科课程,待填充,12
广东药科大学,国家级教学成果奖,待填充,0
广东药科大学,国家级高等教育智慧平台课程,待填充,12
广东药科大学,学术型博士学位点,待填充,0
广东药科大学,学术型硕士学位点,待填充,0
广东药科大学,教育部评估A类学科数量,待填充,0
广东药科大学,本科专业总数,待填充,47
广东药科大学,省级一流本科专业建设点,待填充,15
广东药科大学,省级一流本科课程,待填充,64
广东药科大学,省级教学成果奖,待填充,2
广东药科大学,软科中国最好学科排名前10%学科数量,待填充,1
广东警官学院,ESI前1%学科数量,待填充,0
广东警官学院,ESI前1‰学科数量,待填充,0
广东警官学院,专业型博士学位点,待填充,0
广东警官学院,专业型硕士学位点,待填充,0
广东警官学院,国家双一流学科数量,待填充,0
广东警官学院,国家级一流本科专业建设点,待填充,3
广东警官学院,国家级一流本科课程,待填充,3
广东警官学院,国家级教学成果奖,待填充,0
广东警官学院,国家级高等教育智慧平台课程,待填充,1
广东警官学院,学术型博士学位点,待填充,0
广东警官学院,学术型硕士学位点,待填充,0
广东警官学院,教育部评估A类学科数量,待填充,0
广东警官学院,本科专业总数,待填充,13
广东警官学院,省级一流本科专业建设点,待填充,5
广东警官学院,省级一流本科课程,待填充,24
广东警官学院,省级教学成果奖,待填充,2
广东警官学院,软科中国最好学科排名前10%学科数量,待填充,0
广东财经大学,ESI前1%学科数量,待填充,2
广东财经大学,ESI前1‰学科数量,待填充,2
广东财经大学,专业型博士学位点,待填充,0
广东财经大学,专业型硕士学位点,待填充,5
广东财经大学,国家双一流学科数量,待填充,0
广东财经大学,国家级一流本科专业建设点,待填充,18
广东财经大学,国家级一流本科课程,待填充,12
广东财经大学,国家级教学成果奖,待填充,1
广东财经大学,国家级高等教育智慧平台课程,待填充,14
广东财经大学,学术型博士学位点,待填充,1
广东财经大学,学术型硕士学位点,待填充,1
广东财经大学,教育部评估A类学科数量,待填充,4
广东财经大学,本科专业总数,待填充,67
广东财经大学,省级一流本科专业建设点,待填充,16
广东财经大学,省级一流本科课程,待填充,57
广东财经大学,省级教学成果奖,待填充,5
广东财经大学,软科中国最好学科排名前10%学科数量,待填充,2
广东轻工职业技术大学,ESI前1%学科数量,待填充,0
广东轻工职业技术大学,ESI前1‰学科数量,待填充,0
广东轻工职业技术大学,专业型博士学位点,待填充,0
广东轻工职业技术大学,专业型硕士学位点,待填充,0
广东轻工职业技术大学,国家双一流学科数量,待填充,0
广东轻工职业技术大学,国家级一流本科专业建设点,待填充,0
广东轻工职业技术大学,国家级一流本科课程,待填充,0
广东轻工职业技术大学,国家级教学成果奖,待填充,0
广东轻工职业技术大学,国家级高等教育智慧平台课程,待填充,9
广东轻工职业技术大学,学术型博士学位点,待填充,0
广东轻工职业技术大学,学术型硕士学位点,待填充,0
广东轻工职业技术大学,教育部评估A类学科数量,待填充,0
广东轻工职业技术大学,本科专业总数,待填充,6
广东轻工职业技术大学,省级一流本科专业建设点,待填充,0
广东轻工职业技术大学,省级一流本科课程,待填充,0
广东轻工职业技术大学,省级教学成果奖,待填充,0
广东轻工职业技术大学,软科中国最好学科排名前10%学科数量,待填充,0
广东金融学院,ESI前1%学科数量,待填充,0
广东金融学院,ESI前1‰学科数量,待填充,0
广东金融学院,专业型博士学位点,待填充,0
广东金融学院,专业型硕士学位点,待填充,8
广东金融学院,国家双一流学科数量,待填充,0
广东金融学院,国家级一流本科专业建设点,待填充,3
广东金融学院,国家级一流本科课程,待填充,13
广东金融学院,国家级教学成果奖,待填充,1
广东金融学院,国家级高等教育智慧平台课程,待填充,4
广东金融学院,学术型博士学位点,待填充,0
广东金融学院,学术型硕士学位点,待填充,1
广东金融学院,教育部评估A类学科数量,待填充,0
广东金融学院,本科专业总数,待填充,55
广东金融学院,省级一流本科专业建设点,待填充,14
广东金融学院,省级一流本科课程,待填充,30
广东金融学院,省级教学成果奖,待填充,1
广东金融学院,软科中国最好学科排名前10%学科数量,待填充,0
广州中医药大学,ESI前1%学科数量,待填充,7
广州中医药大学,ESI前1‰学科数量,待填充,1
广州中医药大学,专业型博士学位点,待填充,0
广州中医药大学,专业型硕士学位点,待填充,0
广州中医药大学,国家双一流学科数量,待填充,1
广州中医药大学,国家级一流本科专业建设点,待填充,8
广州中医药大学,国家级一流本科课程,待填充,19
广州中医药大学,国家级教学成果奖,待填充,0
广州中医药大学,国家级高等教育智慧平台课程,待填充,44
广州中医药大学,学术型博士学位点,待填充,0
广州中医药大学,学术型硕士学位点,待填充,0
广州中医药大学,教育部评估A类学科数量,待填充,1
广州中医药大学,本科专业总数,待填充,23
广州中医药大学,省级一流本科专业建设点,待填充,11
广州中医药大学,省级一流本科课程,待填充,87
广州中医药大学,省级教学成果奖,待填充,6
广州中医药大学,软科中国最好学科排名前10%学科数量,待填充,2
广州体育学院,ESI前1%学科数量,待填充,0
广州体育学院,ESI前1‰学科数量,待填充,0
广州体育学院,专业型博士学位点,待填充,0
广州体育学院,专业型硕士学位点,待填充,0
广州体育学院,国家双一流学科数量,待填充,0
广州体育学院,国家级一流本科专业建设点,待填充,2
广州体育学院,国家级一流本科课程,待填充,2
广州体育学院,国家级教学成果奖,待填充,0
广州体育学院,国家级高等教育智慧平台课程,待填充,6
广州体育学院,学术型博士学位点,待填充,1
广州体育学院,学术型硕士学位点,待填充,0
广州体育学院,教育部评估A类学科数量,待填充,1
广州体育学院,本科专业总数,待填充,23
广州体育学院,省级一流本科专业建设点,待填充,5
广州体育学院,省级一流本科课程,待填充,25
广州体育学院,省级教学成果奖,待填充,1
广州体育学院,软科中国最好学科排名前10%学科数量,待填充,0
广州医科大学,ESI前1%学科数量,待填充,11
广州医科大学,ESI前1‰学科数量,待填充,1
广州医科大学,专业型博士学位点,待填充,0
广州医科大学,专业型硕士学位点,待填充,0
广州医科大学,国家双一流学科数量,待填充,1
广州医科大学,国家级一流本科专业建设点,待填充,17
广州医科大学,国家级一流本科课程,待填充,19
广州医科大学,国家级教学成果奖,待填充,1
广州医科大学,国家级高等教育智慧平台课程,待填充,15
广州医科大学,学术型博士学位点,待填充,0
广州医科大学,学术型硕士学位点,待填充,0
广州医科大学,教育部评估A类学科数量,待填充,0
广州医科大学,本科专业总数,待填充,21
广州医科大学,省级一流本科专业建设点,待填充,4
广州医科大学,省级一流本科课程,待填充,84
广州医科大学,省级教学成果奖,待填充,5
广州医科大学,软科中国最好学科排名前10%学科数量,待填充,2
广州华商学院,ESI前1%学科数量,待填充,0
广州华商学院,ESI前1‰学科数量,待填充,0
广州华商学院,专业型博士学位点,待填充,0
广州华商学院,专业型硕士学位点,待填充,0
广州华商学院,国家双一流学科数量,待填充,0
广州华商学院,国家级一流本科专业建设点,待填充,1
广州华商学院,国家级一流本科课程,待填充,0
广州华商学院,国家级教学成果奖,待填充,0
广州华商学院,国家级高等教育智慧平台课程,待填充,3
广州华商学院,学术型博士学位点,待填充,0
广州华商学院,学术型硕士学位点,待填充,0
广州华商学院,教育部评估A类学科数量,待填充,0
广州华商学院,本科专业总数,待填充,54
广州华商学院,省级一流本科专业建设点,待填充,6
广州华商学院,省级一流本科课程,待填充,14
广州华商学院,省级教学成果奖,待填充,0
广州华商学院,软科中国最好学科排名前10%学科数量,待填充,0
广州华立学院,ESI前1%学科数量,待填充,0
广州华立学院,ESI前1‰学科数量,待填充,0
广州华立学院,专业型博士学位点,待填充,0
广州华立学院,专业型硕士学位点,待填充,0
广州华立学院,国家双一流学科数量,待填充,0
广州华立学院,国家级一流本科专业建设点,待填充,0
广州华立学院,国家级一流本科课程,待填充,0
广州华立学院,国家级教学成果奖,待填充,0
广州华立学院,国家级高等教育智慧平台课程,待填充,0
广州华立学院,学术型博士学位点,待填充,0
广州华立学院,学术型硕士学位点,待填充,0
广州华立学院,教育部评估A类学科数量,待填充,0
广州华立学院,本科专业总数,待填充,52
广州华立学院,省级一流本科专业建设点,待填充,2
广州华立学院,省级一流本科课程,待填充,4
广州华立学院,省级教学成果奖,待填充,0
广州华立学院,软科中国最好学科排名前10%学科数量,待填充,0
广州南方学院,ESI前1%学科数量,待填充,0
广州南方学院,ESI前1‰学科数量,待填充,0
广州南方学院,专业型博士学位点,待填充,0
广州南方学院,专业型硕士学位点,待填充,0
广州南方学院,国家双一流学科数量,待填充,0
广州南方学院,国家级一流本科专业建设点,待填充,4
广州南方学院,国家级一流本科课程,待填充,1
广州南方学院,国家级教学成果奖,待填充,0
广州南方学院,国家级高等教育智慧平台课程,待填充,0
广州南方学院,学术型博士学位点,待填充,0
广州南方学院,学术型硕士学位点,待填充,0
广州南方学院,教育部评估A类学科数量,待填充,0
广州南方学院,本科专业总数,待填充,46
广州南方学院,省级一流本科专业建设点,待填充,6
广州南方学院,省级一流本科课程,待填充,21
广州南方学院,省级教学成果奖,待填充,1
广州南方学院,软科中国最好学科排名前10%学科数量,待填充,0
广州商学院,ESI前1%学科数量,待填充,0
广州商学院,ESI前1‰学科数量,待填充,0
广州商学院,专业型博士学位点,待填充,0
广州商学院,专业型硕士学位点,待填充,0
广州商学院,国家双一流学科数量,待填充,0
广州商学院,国家级一流本科专业建设点,待填充,0
广州商学院,国家级一流本科课程,待填充,0
广州商学院,国家级教学成果奖,待填充,0
广州商学院,国家级高等教育智慧平台课程,待填充,0
广州商学院,学术型博士学位点,待填充,0
广州商学院,学术型硕士学位点,待填充,0
广州商学院,教育部评估A类学科数量,待填充,0
广州商学院,本科专业总数,待填充,38
广州商学院,省级一流本科专业建设点,待填充,3
广州商学院,省级一流本科课程,待填充,14
广州商学院,省级教学成果奖,待填充,0
广州商学院,软科中国最好学科排名前10%学科数量,待填充,0
广州城市理工学院,ESI前1%学科数量,待填充,0
广州城市理工学院,ESI前1‰学科数量,待填充,0
广州城市理工学院,专业型博士学位点,待填充,0
广州城市理工学院,专业型硕士学位点,待填充,0
广州城市理工学院,国家双一流学科数量,待填充,0
广州城市理工学院,国家级一流本科专业建设点,待填充,0
广州城市理工学院,国家级一流本科课程,待填充,0
广州城市理工学院,国家级教学成果奖,待填充,0
广州城市理工学院,国家级高等教育智慧平台课程,待填充,1
广州城市理工学院,学术型博士学位点,待填充,0
广州城市理工学院,学术型硕士学位点,待填充,0
广州城市理工学院,教育部评估A类学科数量,待填充,0
广州城市理工学院,本科专业总数,待填充,46
广州城市理工学院,省级一流本科专业建设点,待填充,6
广州城市理工学院,省级一流本科课程,待填充,22
广州城市理工学院,省级教学成果奖,待填充,0
广州城市理工学院,软科中国最好学科排名前10%学科数量,待填充,0
广州大学,ESI前1%学科数量,待填充,11
广州大学,ESI前1‰学科数量,待填充,1
广州大学,专业型博士学位点,待填充,0
广州大学,专业型硕士学位点,待填充,0
广州大学,国家双一流学科数量,待填充,0
广州大学,国家级一流本科专业建设点,待填充,40
广州大学,国家级一流本科课程,待填充,24
广州大学,国家级教学成果奖,待填充,3
广州大学,国家级高等教育智慧平台课程,待填充,27
广州大学,学术型博士学位点,待填充,4
广州大学,学术型硕士学位点,待填充,0
广州大学,教育部评估A类学科数量,待填充,5
广州大学,本科专业总数,待填充,78
广州大学,省级一流本科专业建设点,待填充,52
广州大学,省级一流本科课程,待填充,124
广州大学,省级教学成果奖,待填充,4
广州大学,软科中国最好学科排名前10%学科数量,待填充,4
广州工商学院,ESI前1%学科数量,待填充,0
广州工商学院,ESI前1‰学科数量,待填充,0
广州工商学院,专业型博士学位点,待填充,0
广州工商学院,专业型硕士学位点,待填充,0
广州工商学院,国家双一流学科数量,待填充,0
广州工商学院,国家级一流本科专业建设点,待填充,1
广州工商学院,国家级一流本科课程,待填充,0
广州工商学院,国家级教学成果奖,待填充,0
广州工商学院,国家级高等教育智慧平台课程,待填充,1
广州工商学院,学术型博士学位点,待填充,0
广州工商学院,学术型硕士学位点,待填充,0
广州工商学院,教育部评估A类学科数量,待填充,0
广州工商学院,本科专业总数,待填充,36
广州工商学院,省级一流本科专业建设点,待填充,3
广州工商学院,省级一流本科课程,待填充,21
广州工商学院,省级教学成果奖,待填充,1
广州工商学院,软科中国最好学科排名前10%学科数量,待填充,0
广州应用科技学院,ESI前1%学科数量,待填充,0
广州应用科技学院,ESI前1‰学科数量,待填充,0
广州应用科技学院,专业型博士学位点,待填充,0
广州应用科技学院,专业型硕士学位点,待填充,0
广州应用科技学院,国家双一流学科数量,待填充,0
广州应用科技学院,国家级一流本科专业建设点,待填充,0
广州应用科技学院,国家级一流本科课程,待填充,0
广州应用科技学院,国家级教学成果奖,待填充,0
广州应用科技学院,国家级高等教育智慧平台课程,待填充,0
广州应用科技学院,学术型博士学位点,待填充,0
广州应用科技学院,学术型硕士学位点,待填充,0
广州应用科技学院,教育部评估A类学科数量,待填充,0
广州应用科技学院,本科专业总数,待填充,47
广州应用科技学院,省级一流本科专业建设点,待填充,3
广州应用科技学院,省级一流本科课程,待填充,1
广州应用科技学院,省级教学成果奖,待填充,0
广州应用科技学院,软科中国最好学科排名前10%学科数量,待填充,0
广州新华学院,ESI前1%学科数量,待填充,0
广州新华学院,ESI前1‰学科数量,待填充,0
广州新华学院,专业型博士学位点,待填充,0
广州新华学院,专业型硕士学位点,待填充,0
广州新华学院,国家双一流学科数量,待填充,0
广州新华学院,国家级一流本科专业建设点,待填充,1
广州新华学院,国家级一流本科课程,待填充,0
广州新华学院,国家级教学成果奖,待填充,0
广州新华学院,国家级高等教育智慧平台课程,待填充,0
广州新华学院,学术型博士学位点,待填充,0
广州新华学院,学术型硕士学位点,待填充,0
广州新华学院,教育部评估A类学科数量,待填充,0
广州新华学院,本科专业总数,待填充,60
广州新华学院,省级一流本科专业建设点,待填充,5
广州新华学院,省级一流本科课程,待填充,23
广州新华学院,省级教学成果奖,待填充,0
广州新华学院,软科中国最好学科排名前10%学科数量,待填充,0
广州理工学院,ESI前1%学科数量,待填充,0
广州理工学院,ESI前1‰学科数量,待填充,0
广州理工学院,专业型博士学位点,待填充,0
广州理工学院,专业型硕士学位点,待填充,0
广州理工学院,国家双一流学科数量,待填充,0
广州理工学院,国家级一流本科专业建设点,待填充,1
广州理工学院,国家级一流本科课程,待填充,0
广州理工学院,国家级教学成果奖,待填充,1
广州理工学院,国家级高等教育智慧平台课程,待填充,2
广州理工学院,学术型博士学位点,待填充,0
广州理工学院,学术型硕士学位点,待填充,0
广州理工学院,教育部评估A类学科数量,待填充,0
广州理工学院,本科专业总数,待填充,51
广州理工学院,省级一流本科专业建设点,待填充,3
广州理工学院,省级一流本科课程,待填充,6
广州理工学院,省级教学成果奖,待填充,0
广州理工学院,软科中国最好学科排名前10%学科数量,待填充,0
广州番禺职业技术学院,ESI前1%学科数量,待填充,0
广州番禺职业技术学院,ESI前1‰学科数量,待填充,0
广州番禺职业技术学院,专业型博士学位点,待填充,0
广州番禺职业技术学院,专业型硕士学位点,待填充,0
广州番禺职业技术学院,国家双一流学科数量,待填充,0
广州番禺职业技术学院,国家级一流本科专业建设点,待填充,0
广州番禺职业技术学院,国家级一流本科课程,待填充,0
广州番禺职业技术学院,国家级教学成果奖,待填充,6
广州番禺职业技术学院,国家级高等教育智慧平台课程,待填充,8
广州番禺职业技术学院,学术型博士学位点,待填充,0
广州番禺职业技术学院,学术型硕士学位点,待填充,0
广州番禺职业技术学院,教育部评估A类学科数量,待填充,0
广州番禺职业技术学院,本科专业总数,待填充,6
广州番禺职业技术学院,省级一流本科专业建设点,待填充,0
广州番禺职业技术学院,省级一流本科课程,待填充,0
