学校名称,指标名称,标准答案,AI答案
广州医科大学,专业型博士学位点,待填充,
广州中医药大学,ESI前1%学科数量,待填充,
广州中医药大学,ESI前1‰学科数量,待填充,
广州中医药大学,国家双一流学科数量,待填充,
广州中医药大学,教育部评估A类学科数量,待填充,
广州中医药大学,软科中国最好学科排名前10%学科数量,待填充,
广州中医药大学,本科专业总数,待填充,
广州中医药大学,本科专业认证通过数,待填充,
广州中医药大学,国家级一流本科专业建设点,待填充,
广州中医药大学,省级一流本科专业建设点,待填充,
广州中医药大学,国家级教学成果奖,待填充,
广州中医药大学,省级教学成果奖,待填充,
广州中医药大学,全国高校青年教师教学竞赛,待填充,
广州中医药大学,国家级一流本科课程,待填充,
广州中医药大学,省级一流本科课程,待填充,
广州中医药大学,国家级高等教育智慧平台课程,待填充,
广州中医药大学,省级高等教育智慧平台课程,待填充,
广州中医药大学,学术型硕士学位点,待填充,
广州中医药大学,专业型硕士学位点,待填充,
广州中医药大学,学术型博士学位点,待填充,
广州中医药大学,专业型博士学位点,待填充,
广东药科大学,ESI前1%学科数量,待填充,
广东药科大学,ESI前1‰学科数量,待填充,
广东药科大学,国家双一流学科数量,待填充,
广东药科大学,教育部评估A类学科数量,待填充,
广东药科大学,软科中国最好学科排名前10%学科数量,待填充,
广东药科大学,本科专业总数,待填充,
广东药科大学,本科专业认证通过数,待填充,
广东药科大学,国家级一流本科专业建设点,待填充,
广东药科大学,省级一流本科专业建设点,待填充,
广东药科大学,国家级教学成果奖,待填充,
广东药科大学,省级教学成果奖,待填充,
广东药科大学,全国高校青年教师教学竞赛,待填充,
广东药科大学,国家级一流本科课程,待填充,
广东药科大学,省级一流本科课程,待填充,
广东药科大学,国家级高等教育智慧平台课程,待填充,
广东药科大学,省级高等教育智慧平台课程,待填充,
广东药科大学,学术型硕士学位点,待填充,
广东药科大学,专业型硕士学位点,待填充,
广东药科大学,学术型博士学位点,待填充,
广东药科大学,专业型博士学位点,待填充,
华南师范大学,ESI前1%学科数量,待填充,
华南师范大学,ESI前1‰学科数量,待填充,
华南师范大学,国家双一流学科数量,待填充,
华南师范大学,教育部评估A类学科数量,待填充,
华南师范大学,软科中国最好学科排名前10%学科数量,待填充,
华南师范大学,本科专业总数,待填充,
华南师范大学,本科专业认证通过数,待填充,
华南师范大学,国家级一流本科专业建设点,待填充,
华南师范大学,省级一流本科专业建设点,待填充,
华南师范大学,国家级教学成果奖,待填充,
华南师范大学,省级教学成果奖,待填充,
华南师范大学,全国高校青年教师教学竞赛,待填充,
华南师范大学,国家级一流本科课程,待填充,
华南师范大学,省级一流本科课程,待填充,
华南师范大学,国家级高等教育智慧平台课程,待填充,
华南师范大学,省级高等教育智慧平台课程,待填充,
华南师范大学,学术型硕士学位点,待填充,
华南师范大学,专业型硕士学位点,待填充,
华南师范大学,学术型博士学位点,待填充,
华南师范大学,专业型博士学位点,待填充,
广州体育学院,ESI前1%学科数量,待填充,
广州体育学院,ESI前1‰学科数量,待填充,
广州体育学院,国家双一流学科数量,待填充,
广州体育学院,教育部评估A类学科数量,待填充,
广州体育学院,软科中国最好学科排名前10%学科数量,待填充,
广州体育学院,本科专业总数,待填充,
广州体育学院,本科专业认证通过数,待填充,
广州体育学院,国家级一流本科专业建设点,待填充,
广州体育学院,省级一流本科专业建设点,待填充,
广州体育学院,国家级教学成果奖,待填充,
广州体育学院,省级教学成果奖,待填充,
广州体育学院,全国高校青年教师教学竞赛,待填充,
广州体育学院,国家级一流本科课程,待填充,
广州体育学院,省级一流本科课程,待填充,
广州体育学院,国家级高等教育智慧平台课程,待填充,
广州体育学院,省级高等教育智慧平台课程,待填充,
广州体育学院,学术型硕士学位点,待填充,
广州体育学院,专业型硕士学位点,待填充,
广州体育学院,学术型博士学位点,待填充,
广州体育学院,专业型博士学位点,待填充,
广州美术学院,ESI前1%学科数量,待填充,
广州美术学院,ESI前1‰学科数量,待填充,
广州美术学院,国家双一流学科数量,待填充,
广州美术学院,教育部评估A类学科数量,待填充,
广州美术学院,软科中国最好学科排名前10%学科数量,待填充,
广州美术学院,本科专业总数,待填充,
广州美术学院,本科专业认证通过数,待填充,
广州美术学院,国家级一流本科专业建设点,待填充,
广州美术学院,省级一流本科专业建设点,待填充,
广州美术学院,国家级教学成果奖,待填充,
广州美术学院,省级教学成果奖,待填充,
广州美术学院,全国高校青年教师教学竞赛,待填充,
广州美术学院,国家级一流本科课程,待填充,
广州美术学院,省级一流本科课程,待填充,
广州美术学院,国家级高等教育智慧平台课程,待填充,
广州美术学院,省级高等教育智慧平台课程,待填充,
广州美术学院,学术型硕士学位点,待填充,
广州美术学院,专业型硕士学位点,待填充,
广州美术学院,学术型博士学位点,待填充,
广州美术学院,专业型博士学位点,待填充,
星海音乐学院,ESI前1%学科数量,待填充,
星海音乐学院,ESI前1‰学科数量,待填充,
星海音乐学院,国家双一流学科数量,待填充,
星海音乐学院,教育部评估A类学科数量,待填充,
星海音乐学院,软科中国最好学科排名前10%学科数量,待填充,
星海音乐学院,本科专业总数,待填充,
星海音乐学院,本科专业认证通过数,待填充,
星海音乐学院,国家级一流本科专业建设点,待填充,
星海音乐学院,省级一流本科专业建设点,待填充,
星海音乐学院,国家级教学成果奖,待填充,
星海音乐学院,省级教学成果奖,待填充,
星海音乐学院,全国高校青年教师教学竞赛,待填充,
星海音乐学院,国家级一流本科课程,待填充,
星海音乐学院,省级一流本科课程,待填充,
星海音乐学院,国家级高等教育智慧平台课程,待填充,
星海音乐学院,省级高等教育智慧平台课程,待填充,
星海音乐学院,学术型硕士学位点,待填充,
星海音乐学院,专业型硕士学位点,待填充,
星海音乐学院,学术型博士学位点,待填充,
星海音乐学院,专业型博士学位点,待填充,
广东技术师范大学,ESI前1%学科数量,待填充,
广东技术师范大学,ESI前1‰学科数量,待填充,
广东技术师范大学,国家双一流学科数量,待填充,
广东技术师范大学,教育部评估A类学科数量,待填充,
广东技术师范大学,软科中国最好学科排名前10%学科数量,待填充,
广东技术师范大学,本科专业总数,待填充,
广东技术师范大学,本科专业认证通过数,待填充,
广东技术师范大学,国家级一流本科专业建设点,待填充,
广东技术师范大学,省级一流本科专业建设点,待填充,
广东技术师范大学,国家级教学成果奖,待填充,
广东技术师范大学,省级教学成果奖,待填充,
广东技术师范大学,全国高校青年教师教学竞赛,待填充,
广东技术师范大学,国家级一流本科课程,待填充,
广东技术师范大学,省级一流本科课程,待填充,
广东技术师范大学,国家级高等教育智慧平台课程,待填充,
广东技术师范大学,省级高等教育智慧平台课程,待填充,
广东技术师范大学,学术型硕士学位点,待填充,
广东技术师范大学,专业型硕士学位点,待填充,
广东技术师范大学,学术型博士学位点,待填充,
广东技术师范大学,专业型博士学位点,待填充,
广东财经大学,ESI前1%学科数量,待填充,
广东财经大学,ESI前1‰学科数量,待填充,
广东财经大学,国家双一流学科数量,待填充,
广东财经大学,教育部评估A类学科数量,待填充,
广东财经大学,软科中国最好学科排名前10%学科数量,待填充,
广东财经大学,本科专业总数,待填充,
广东财经大学,本科专业认证通过数,待填充,
广东财经大学,国家级一流本科专业建设点,待填充,
广东财经大学,省级一流本科专业建设点,待填充,
广东财经大学,国家级教学成果奖,待填充,
广东财经大学,省级教学成果奖,待填充,
广东财经大学,全国高校青年教师教学竞赛,待填充,
广东财经大学,国家级一流本科课程,待填充,
广东财经大学,省级一流本科课程,待填充,
广东财经大学,国家级高等教育智慧平台课程,待填充,
广东财经大学,省级高等教育智慧平台课程,待填充,
广东财经大学,学术型硕士学位点,待填充,
广东财经大学,专业型硕士学位点,待填充,
广东财经大学,学术型博士学位点,待填充,
广东财经大学,专业型博士学位点,待填充,
广州大学,ESI前1%学科数量,待填充,
广州大学,ESI前1‰学科数量,待填充,
广州大学,国家双一流学科数量,待填充,
广州大学,教育部评估A类学科数量,待填充,
广州大学,软科中国最好学科排名前10%学科数量,待填充,
广州大学,本科专业总数,待填充,
广州大学,本科专业认证通过数,待填充,
广州大学,国家级一流本科专业建设点,待填充,
广州大学,省级一流本科专业建设点,待填充,
广州大学,国家级教学成果奖,待填充,
广州大学,省级教学成果奖,待填充,
广州大学,全国高校青年教师教学竞赛,待填充,
广州大学,国家级一流本科课程,待填充,
广州大学,省级一流本科课程,待填充,
广州大学,国家级高等教育智慧平台课程,待填充,
广州大学,省级高等教育智慧平台课程,待填充,
广州大学,学术型硕士学位点,待填充,
广州大学,专业型硕士学位点,待填充,
广州大学,学术型博士学位点,待填充,
广州大学,专业型博士学位点,待填充,
广州航海学院,ESI前1%学科数量,待填充,
广州航海学院,ESI前1‰学科数量,待填充,
广州航海学院,国家双一流学科数量,待填充,
广州航海学院,教育部评估A类学科数量,待填充,
广州航海学院,软科中国最好学科排名前10%学科数量,待填充,
广州航海学院,本科专业总数,待填充,
广州航海学院,本科专业认证通过数,待填充,
广州航海学院,国家级一流本科专业建设点,待填充,
广州航海学院,省级一流本科专业建设点,待填充,
广州航海学院,国家级教学成果奖,待填充,
广州航海学院,省级教学成果奖,待填充,
广州航海学院,全国高校青年教师教学竞赛,待填充,
广州航海学院,国家级一流本科课程,待填充,
广州航海学院,省级一流本科课程,待填充,
广州航海学院,国家级高等教育智慧平台课程,待填充,
广州航海学院,省级高等教育智慧平台课程,待填充,
广州航海学院,学术型硕士学位点,待填充,
广州航海学院,专业型硕士学位点,待填充,
广州航海学院,学术型博士学位点,待填充,
广州航海学院,专业型博士学位点,待填充,
广东警官学院,ESI前1%学科数量,待填充,
广东警官学院,ESI前1‰学科数量,待填充,
广东警官学院,国家双一流学科数量,待填充,
广东警官学院,教育部评估A类学科数量,待填充,
广东警官学院,软科中国最好学科排名前10%学科数量,待填充,
广东警官学院,本科专业总数,待填充,
广东警官学院,本科专业认证通过数,待填充,
广东警官学院,国家级一流本科专业建设点,待填充,
广东警官学院,省级一流本科专业建设点,待填充,
广东警官学院,国家级教学成果奖,待填充,
广东警官学院,省级教学成果奖,待填充,
广东警官学院,全国高校青年教师教学竞赛,待填充,
广东警官学院,国家级一流本科课程,待填充,
广东警官学院,省级一流本科课程,待填充,
广东警官学院,国家级高等教育智慧平台课程,待填充,
广东警官学院,省级高等教育智慧平台课程,待填充,
广东警官学院,学术型硕士学位点,待填充,
广东警官学院,专业型硕士学位点,待填充,
广东警官学院,学术型博士学位点,待填充,
广东警官学院,专业型博士学位点,待填充,
仲恺农业工程学院,ESI前1%学科数量,待填充,
仲恺农业工程学院,ESI前1‰学科数量,待填充,
仲恺农业工程学院,国家双一流学科数量,待填充,
仲恺农业工程学院,教育部评估A类学科数量,待填充,
仲恺农业工程学院,软科中国最好学科排名前10%学科数量,待填充,
仲恺农业工程学院,本科专业总数,待填充,
仲恺农业工程学院,本科专业认证通过数,待填充,
仲恺农业工程学院,国家级一流本科专业建设点,待填充,
仲恺农业工程学院,省级一流本科专业建设点,待填充,
仲恺农业工程学院,国家级教学成果奖,待填充,
仲恺农业工程学院,省级教学成果奖,待填充,
仲恺农业工程学院,全国高校青年教师教学竞赛,待填充,
仲恺农业工程学院,国家级一流本科课程,待填充,
仲恺农业工程学院,省级一流本科课程,待填充,
仲恺农业工程学院,国家级高等教育智慧平台课程,待填充,
仲恺农业工程学院,省级高等教育智慧平台课程,待填充,
仲恺农业工程学院,学术型硕士学位点,待填充,
仲恺农业工程学院,专业型硕士学位点,待填充,
仲恺农业工程学院,学术型博士学位点,待填充,
仲恺农业工程学院,专业型博士学位点,待填充,
广东金融学院,ESI前1%学科数量,待填充,
广东金融学院,ESI前1‰学科数量,待填充,
广东金融学院,国家双一流学科数量,待填充,
广东金融学院,教育部评估A类学科数量,待填充,
广东金融学院,软科中国最好学科排名前10%学科数量,待填充,
广东金融学院,本科专业总数,待填充,
广东金融学院,本科专业认证通过数,待填充,
广东金融学院,国家级一流本科专业建设点,待填充,
广东金融学院,省级一流本科专业建设点,待填充,
广东金融学院,国家级教学成果奖,待填充,
广东金融学院,省级教学成果奖,待填充,
广东金融学院,全国高校青年教师教学竞赛,待填充,
广东金融学院,国家级一流本科课程,待填充,
广东金融学院,省级一流本科课程,待填充,
广东金融学院,国家级高等教育智慧平台课程,待填充,
广东金融学院,省级高等教育智慧平台课程,待填充,
广东金融学院,学术型硕士学位点,待填充,
广东金融学院,专业型硕士学位点,待填充,
广东金融学院,学术型博士学位点,待填充,
广东金融学院,专业型博士学位点,待填充,
广东工业大学,ESI前1%学科数量,待填充,
广东工业大学,ESI前1‰学科数量,待填充,
广东工业大学,国家双一流学科数量,待填充,
广东工业大学,教育部评估A类学科数量,待填充,
广东工业大学,软科中国最好学科排名前10%学科数量,待填充,
广东工业大学,本科专业总数,待填充,
广东工业大学,本科专业认证通过数,待填充,
广东工业大学,国家级一流本科专业建设点,待填充,
广东工业大学,省级一流本科专业建设点,待填充,
广东工业大学,国家级教学成果奖,待填充,
广东工业大学,省级教学成果奖,待填充,
广东工业大学,全国高校青年教师教学竞赛,待填充,
广东工业大学,国家级一流本科课程,待填充,
广东工业大学,省级一流本科课程,待填充,
广东工业大学,国家级高等教育智慧平台课程,待填充,
广东工业大学,省级高等教育智慧平台课程,待填充,
广东工业大学,学术型硕士学位点,待填充,
广东工业大学,专业型硕士学位点,待填充,
广东工业大学,学术型博士学位点,待填充,
广东工业大学,专业型博士学位点,待填充,
广东外语外贸大学,ESI前1%学科数量,待填充,
广东外语外贸大学,ESI前1‰学科数量,待填充,
广东外语外贸大学,国家双一流学科数量,待填充,
广东外语外贸大学,教育部评估A类学科数量,待填充,
广东外语外贸大学,软科中国最好学科排名前10%学科数量,待填充,
广东外语外贸大学,本科专业总数,待填充,
广东外语外贸大学,本科专业认证通过数,待填充,
广东外语外贸大学,国家级一流本科专业建设点,待填充,
广东外语外贸大学,省级一流本科专业建设点,待填充,
广东外语外贸大学,国家级教学成果奖,待填充,
广东外语外贸大学,省级教学成果奖,待填充,
广东外语外贸大学,全国高校青年教师教学竞赛,待填充,
广东外语外贸大学,国家级一流本科课程,待填充,
广东外语外贸大学,省级一流本科课程,待填充,
广东外语外贸大学,国家级高等教育智慧平台课程,待填充,
广东外语外贸大学,省级高等教育智慧平台课程,待填充,
广东外语外贸大学,学术型硕士学位点,待填充,
广东外语外贸大学,专业型硕士学位点,待填充,
广东外语外贸大学,学术型博士学位点,待填充,
广东外语外贸大学,专业型博士学位点,待填充,
南方医科大学,ESI前1%学科数量,待填充,
南方医科大学,ESI前1‰学科数量,待填充,
南方医科大学,国家双一流学科数量,待填充,
南方医科大学,教育部评估A类学科数量,待填充,
南方医科大学,软科中国最好学科排名前10%学科数量,待填充,
南方医科大学,本科专业总数,待填充,
南方医科大学,本科专业认证通过数,待填充,
南方医科大学,国家级一流本科专业建设点,待填充,
南方医科大学,省级一流本科专业建设点,待填充,
南方医科大学,国家级教学成果奖,待填充,
南方医科大学,省级教学成果奖,待填充,
南方医科大学,全国高校青年教师教学竞赛,待填充,
南方医科大学,国家级一流本科课程,待填充,
南方医科大学,省级一流本科课程,待填充,
南方医科大学,国家级高等教育智慧平台课程,待填充,
南方医科大学,省级高等教育智慧平台课程,待填充,
南方医科大学,学术型硕士学位点,待填充,
南方医科大学,专业型硕士学位点,待填充,
南方医科大学,学术型博士学位点,待填充,
南方医科大学,专业型博士学位点,待填充,
广东第二师范学院,ESI前1%学科数量,待填充,
广东第二师范学院,ESI前1‰学科数量,待填充,
广东第二师范学院,国家双一流学科数量,待填充,
广东第二师范学院,教育部评估A类学科数量,待填充,
广东第二师范学院,软科中国最好学科排名前10%学科数量,待填充,
广东第二师范学院,本科专业总数,待填充,
广东第二师范学院,本科专业认证通过数,待填充,
广东第二师范学院,国家级一流本科专业建设点,待填充,
广东第二师范学院,省级一流本科专业建设点,待填充,
广东第二师范学院,国家级教学成果奖,待填充,
广东第二师范学院,省级教学成果奖,待填充,
广东第二师范学院,全国高校青年教师教学竞赛,待填充,
广东第二师范学院,国家级一流本科课程,待填充,
广东第二师范学院,省级一流本科课程,待填充,
广东第二师范学院,国家级高等教育智慧平台课程,待填充,
广东第二师范学院,省级高等教育智慧平台课程,待填充,
广东第二师范学院,学术型硕士学位点,待填充,
广东第二师范学院,专业型硕士学位点,待填充,
广东第二师范学院,学术型博士学位点,待填充,
广东第二师范学院,专业型博士学位点,待填充,
广东轻工职业技术大学,ESI前1%学科数量,待填充,
广东轻工职业技术大学,ESI前1‰学科数量,待填充,
广东轻工职业技术大学,国家双一流学科数量,待填充,
广东轻工职业技术大学,教育部评估A类学科数量,待填充,
广东轻工职业技术大学,软科中国最好学科排名前10%学科数量,待填充,
广东轻工职业技术大学,本科专业总数,待填充,
广东轻工职业技术大学,本科专业认证通过数,待填充,
广东轻工职业技术大学,国家级一流本科专业建设点,待填充,
广东轻工职业技术大学,省级一流本科专业建设点,待填充,
广东轻工职业技术大学,国家级教学成果奖,待填充,
广东轻工职业技术大学,省级教学成果奖,待填充,
广东轻工职业技术大学,全国高校青年教师教学竞赛,待填充,
广东轻工职业技术大学,国家级一流本科课程,待填充,
广东轻工职业技术大学,省级一流本科课程,待填充,
广东轻工职业技术大学,国家级高等教育智慧平台课程,待填充,
广东轻工职业技术大学,省级高等教育智慧平台课程,待填充,
广东轻工职业技术大学,学术型硕士学位点,待填充,
广东轻工职业技术大学,专业型硕士学位点,待填充,
广东轻工职业技术大学,学术型博士学位点,待填充,
广东轻工职业技术大学,专业型博士学位点,待填充,
广东白云学院,ESI前1%学科数量,待填充,
广东白云学院,ESI前1‰学科数量,待填充,
广东白云学院,国家双一流学科数量,待填充,
广东白云学院,教育部评估A类学科数量,待填充,
广东白云学院,软科中国最好学科排名前10%学科数量,待填充,
广东白云学院,本科专业总数,待填充,
广东白云学院,本科专业认证通过数,待填充,
广东白云学院,国家级一流本科专业建设点,待填充,
广东白云学院,省级一流本科专业建设点,待填充,
广东白云学院,国家级教学成果奖,待填充,
广东白云学院,省级教学成果奖,待填充,
广东白云学院,全国高校青年教师教学竞赛,待填充,
广东白云学院,国家级一流本科课程,待填充,
广东白云学院,省级一流本科课程,待填充,
广东白云学院,国家级高等教育智慧平台课程,待填充,
广东白云学院,省级高等教育智慧平台课程,待填充,
广东白云学院,学术型硕士学位点,待填充,
广东白云学院,专业型硕士学位点,待填充,
广东白云学院,学术型博士学位点,待填充,
广东白云学院,专业型博士学位点,待填充,
广东培正学院,ESI前1%学科数量,待填充,
广东培正学院,ESI前1‰学科数量,待填充,
广东培正学院,国家双一流学科数量,待填充,
广东培正学院,教育部评估A类学科数量,待填充,
广东培正学院,软科中国最好学科排名前10%学科数量,待填充,
广东培正学院,本科专业总数,待填充,
广东培正学院,本科专业认证通过数,待填充,
广东培正学院,国家级一流本科专业建设点,待填充,
广东培正学院,省级一流本科专业建设点,待填充,
广东培正学院,国家级教学成果奖,待填充,
广东培正学院,省级教学成果奖,待填充,
广东培正学院,全国高校青年教师教学竞赛,待填充,
广东培正学院,国家级一流本科课程,待填充,
广东培正学院,省级一流本科课程,待填充,
广东培正学院,国家级高等教育智慧平台课程,待填充,
广东培正学院,省级高等教育智慧平台课程,待填充,
广东培正学院,学术型硕士学位点,待填充,
广东培正学院,专业型硕士学位点,待填充,
广东培正学院,学术型博士学位点,待填充,
广东培正学院,专业型博士学位点,待填充,
广州城市理工学院,ESI前1%学科数量,待填充,
广州城市理工学院,ESI前1‰学科数量,待填充,
广州城市理工学院,国家双一流学科数量,待填充,
广州城市理工学院,教育部评估A类学科数量,待填充,
广州城市理工学院,软科中国最好学科排名前10%学科数量,待填充,
广州城市理工学院,本科专业总数,待填充,
广州城市理工学院,本科专业认证通过数,待填充,
广州城市理工学院,国家级一流本科专业建设点,待填充,
广州城市理工学院,省级一流本科专业建设点,待填充,
广州城市理工学院,国家级教学成果奖,待填充,
广州城市理工学院,省级教学成果奖,待填充,
广州城市理工学院,全国高校青年教师教学竞赛,待填充,
广州城市理工学院,国家级一流本科课程,待填充,
广州城市理工学院,省级一流本科课程,待填充,
广州城市理工学院,国家级高等教育智慧平台课程,待填充,
广州城市理工学院,省级高等教育智慧平台课程,待填充,
广州城市理工学院,学术型硕士学位点,待填充,
广州城市理工学院,专业型硕士学位点,待填充,
广州城市理工学院,学术型博士学位点,待填充,
广州城市理工学院,专业型博士学位点,待填充,
广州软件学院,ESI前1%学科数量,待填充,
广州软件学院,ESI前1‰学科数量,待填充,
广州软件学院,国家双一流学科数量,待填充,
广州软件学院,教育部评估A类学科数量,待填充,
广州软件学院,软科中国最好学科排名前10%学科数量,待填充,
广州软件学院,本科专业总数,待填充,
广州软件学院,本科专业认证通过数,待填充,
广州软件学院,国家级一流本科专业建设点,待填充,
广州软件学院,省级一流本科专业建设点,待填充,
广州软件学院,国家级教学成果奖,待填充,
广州软件学院,省级教学成果奖,待填充,
广州软件学院,全国高校青年教师教学竞赛,待填充,
广州软件学院,国家级一流本科课程,待填充,
广州软件学院,省级一流本科课程,待填充,
广州软件学院,国家级高等教育智慧平台课程,待填充,
广州软件学院,省级高等教育智慧平台课程,待填充,
广州软件学院,学术型硕士学位点,待填充,
广州软件学院,专业型硕士学位点,待填充,
广州软件学院,学术型博士学位点,待填充,
广州软件学院,专业型博士学位点,待填充,
广州南方学院,ESI前1%学科数量,待填充,
广州南方学院,ESI前1‰学科数量,待填充,
广州南方学院,国家双一流学科数量,待填充,
广州南方学院,教育部评估A类学科数量,待填充,
广州南方学院,软科中国最好学科排名前10%学科数量,待填充,
广州南方学院,本科专业总数,待填充,
广州南方学院,本科专业认证通过数,待填充,
广州南方学院,国家级一流本科专业建设点,待填充,
广州南方学院,省级一流本科专业建设点,待填充,
广州南方学院,国家级教学成果奖,待填充,
广州南方学院,省级教学成果奖,待填充,
广州南方学院,全国高校青年教师教学竞赛,待填充,
广州南方学院,国家级一流本科课程,待填充,
广州南方学院,省级一流本科课程,待填充,
广州南方学院,国家级高等教育智慧平台课程,待填充,
广州南方学院,省级高等教育智慧平台课程,待填充,
广州南方学院,学术型硕士学位点,待填充,
广州南方学院,专业型硕士学位点,待填充,
广州南方学院,学术型博士学位点,待填充,
广州南方学院,专业型博士学位点,待填充,
广东外语外贸大学南国商学院,ESI前1%学科数量,待填充,
广东外语外贸大学南国商学院,ESI前1‰学科数量,待填充,
广东外语外贸大学南国商学院,国家双一流学科数量,待填充,
广东外语外贸大学南国商学院,教育部评估A类学科数量,待填充,
广东外语外贸大学南国商学院,软科中国最好学科排名前10%学科数量,待填充,
广东外语外贸大学南国商学院,本科专业总数,待填充,
广东外语外贸大学南国商学院,本科专业认证通过数,待填充,
广东外语外贸大学南国商学院,国家级一流本科专业建设点,待填充,
广东外语外贸大学南国商学院,省级一流本科专业建设点,待填充,
广东外语外贸大学南国商学院,国家级教学成果奖,待填充,
广东外语外贸大学南国商学院,省级教学成果奖,待填充,
广东外语外贸大学南国商学院,全国高校青年教师教学竞赛,待填充,
广东外语外贸大学南国商学院,国家级一流本科课程,待填充,
广东外语外贸大学南国商学院,省级一流本科课程,待填充,
广东外语外贸大学南国商学院,国家级高等教育智慧平台课程,待填充,
广东外语外贸大学南国商学院,省级高等教育智慧平台课程,待填充,
广东外语外贸大学南国商学院,学术型硕士学位点,待填充,
广东外语外贸大学南国商学院,专业型硕士学位点,待填充,
广东外语外贸大学南国商学院,学术型博士学位点,待填充,
广东外语外贸大学南国商学院,专业型博士学位点,待填充,
