学校名称,指标名称,标准答案,AI答案
南方医科大学,ESI前1‰学科数量,2,2
南方医科大学,专业型博士学位点,2,2
南方医科大学,专业型硕士学位点,0,0
南方医科大学,国家双一流学科数量,0,0
南方医科大学,国家级一流本科专业建设点,23,23
南方医科大学,国家级一流本科课程,37,52
南方医科大学,国家级教学成果奖,4,3
南方医科大学,国家级高等教育智慧平台课程,30,30
南方医科大学,学术型博士学位点,1,1
南方医科大学,学术型硕士学位点,0,0
南方医科大学,教育部评估A类学科数量,0,3
南方医科大学,本科专业总数,30,30
南方医科大学,省级一流本科专业建设点,6,6
南方医科大学,省级一流本科课程,137,137
南方医科大学,省级教学成果奖,9,9
南方医科大学,软科中国最好学科排名前10%学科数量,1,3
广东培正学院,ESI前1%学科数量,0,0
广东培正学院,ESI前1‰学科数量,0,0
广东培正学院,专业型博士学位点,0,0
广东培正学院,专业型硕士学位点,0,0
广东培正学院,国家双一流学科数量,0,0
广东培正学院,国家级一流本科专业建设点,0,0
广东培正学院,国家级一流本科课程,0,0
广东培正学院,国家级教学成果奖,0,0
广东培正学院,国家级高等教育智慧平台课程,1,1
广东培正学院,学术型博士学位点,0,0
广东培正学院,学术型硕士学位点,0,0
广东培正学院,教育部评估A类学科数量,0,0
广东培正学院,本科专业总数,46,46
广东培正学院,省级一流本科专业建设点,3,3
广东培正学院,省级一流本科课程,6,6
广东培正学院,省级教学成果奖,0,0
广东培正学院,软科中国最好学科排名前10%学科数量,0,0
广东外语外贸大学,ESI前1%学科数量,2,2
广东外语外贸大学,ESI前1‰学科数量,0,2
广东外语外贸大学,专业型博士学位点,2,2
广东外语外贸大学,专业型硕士学位点,3,3
广东外语外贸大学,国家双一流学科数量,0,0
广东外语外贸大学,国家级一流本科专业建设点,37,37
广东外语外贸大学,国家级一流本科课程,24,38
广东外语外贸大学,国家级教学成果奖,1,1
广东外语外贸大学,国家级高等教育智慧平台课程,27,27
广东外语外贸大学,学术型博士学位点,0,0
广东外语外贸大学,学术型硕士学位点,0,0
广东外语外贸大学,教育部评估A类学科数量,5,4
广东外语外贸大学,本科专业总数,74,74
广东外语外贸大学,省级一流本科专业建设点,29,29
广东外语外贸大学,省级一流本科课程,102,102
广东外语外贸大学,省级教学成果奖,5,5
广东外语外贸大学,软科中国最好学科排名前10%学科数量,1,2
广东外语外贸大学南国商学院,ESI前1%学科数量,0,0
广东外语外贸大学南国商学院,ESI前1‰学科数量,0,0
广东外语外贸大学南国商学院,专业型博士学位点,0,0
广东外语外贸大学南国商学院,专业型硕士学位点,0,0
广东外语外贸大学南国商学院,国家双一流学科数量,0,0
广东外语外贸大学南国商学院,国家级一流本科专业建设点,2,2
广东外语外贸大学南国商学院,国家级一流本科课程,1,1
广东外语外贸大学南国商学院,国家级教学成果奖,0,0
广东外语外贸大学南国商学院,国家级高等教育智慧平台课程,0,0
广东外语外贸大学南国商学院,学术型博士学位点,0,0
广东外语外贸大学南国商学院,学术型硕士学位点,0,0
广东外语外贸大学南国商学院,教育部评估A类学科数量,0,0
广东外语外贸大学南国商学院,本科专业总数,47,47
广东外语外贸大学南国商学院,省级一流本科专业建设点,4,4
广东外语外贸大学南国商学院,省级一流本科课程,8,8
广东外语外贸大学南国商学院,省级教学成果奖,0,0
广东外语外贸大学南国商学院,软科中国最好学科排名前10%学科数量,0,0
广东工业大学,ESI前1%学科数量,7,7
广东工业大学,ESI前1‰学科数量,1,5
广东工业大学,专业型博士学位点,3,3
广东工业大学,专业型硕士学位点,4,4
广东工业大学,国家双一流学科数量,0,0
广东工业大学,国家级一流本科专业建设点,37,37
广东工业大学,国家级一流本科课程,21,41
广东工业大学,国家级教学成果奖,0,0
广东工业大学,国家级高等教育智慧平台课程,15,15
广东工业大学,学术型博士学位点,4,4
广东工业大学,学术型硕士学位点,1,1
广东工业大学,教育部评估A类学科数量,0,7
广东工业大学,本科专业总数,92,92
广东工业大学,省级一流本科专业建设点,28,28
广东工业大学,省级一流本科课程,110,110
广东工业大学,省级教学成果奖,6,6
广东工业大学,软科中国最好学科排名前10%学科数量,2,2
广东技术师范大学,ESI前1%学科数量,1,1
广东技术师范大学,ESI前1‰学科数量,0,0
广东技术师范大学,专业型博士学位点,0,0
广东技术师范大学,专业型硕士学位点,3,3
广东技术师范大学,国家双一流学科数量,0,0
广东技术师范大学,国家级一流本科专业建设点,5,5
广东技术师范大学,国家级一流本科课程,4,6
广东技术师范大学,国家级教学成果奖,2,2
广东技术师范大学,国家级高等教育智慧平台课程,19,19
广东技术师范大学,学术型博士学位点,0,0
广东技术师范大学,学术型硕士学位点,2,2
广东技术师范大学,教育部评估A类学科数量,0,0
广东技术师范大学,本科专业总数,74,74
广东技术师范大学,省级一流本科专业建设点,19,19
广东技术师范大学,省级一流本科课程,53,53
广东技术师范大学,省级教学成果奖,4,4
广东技术师范大学,软科中国最好学科排名前10%学科数量,0,0
广东白云学院,ESI前1%学科数量,0,0
广东白云学院,ESI前1‰学科数量,0,0
广东白云学院,专业型博士学位点,0,0
广东白云学院,专业型硕士学位点,0,0
广东白云学院,国家双一流学科数量,0,0
广东白云学院,国家级一流本科专业建设点,0,0
广东白云学院,国家级一流本科课程,0,0
广东白云学院,国家级教学成果奖,0,0
广东白云学院,国家级高等教育智慧平台课程,5,5
广东白云学院,学术型博士学位点,0,0
广东白云学院,学术型硕士学位点,0,0
广东白云学院,教育部评估A类学科数量,0,0
广东白云学院,本科专业总数,61,61
广东白云学院,省级一流本科专业建设点,6,6
广东白云学院,省级一流本科课程,21,21
广东白云学院,省级教学成果奖,1,1
广东白云学院,软科中国最好学科排名前10%学科数量,0,0
广东第二师范学院,ESI前1%学科数量,0,0
广东第二师范学院,ESI前1‰学科数量,0,0
广东第二师范学院,专业型博士学位点,0,0
广东第二师范学院,专业型硕士学位点,0,0
广东第二师范学院,国家双一流学科数量,0,0
广东第二师范学院,国家级一流本科专业建设点,2,2
广东第二师范学院,国家级一流本科课程,1,1
广东第二师范学院,国家级教学成果奖,0,0
广东第二师范学院,国家级高等教育智慧平台课程,0,0
广东第二师范学院,学术型博士学位点,0,0
广东第二师范学院,学术型硕士学位点,0,0
广东第二师范学院,教育部评估A类学科数量,0,0
广东第二师范学院,本科专业总数,44,44
广东第二师范学院,省级一流本科专业建设点,5,5
广东第二师范学院,省级一流本科课程,17,17
广东第二师范学院,省级教学成果奖,1,1
广东第二师范学院,软科中国最好学科排名前10%学科数量,0,0
广东药科大学,ESI前1%学科数量,5,5
广东药科大学,ESI前1‰学科数量,0,0
广东药科大学,专业型博士学位点,0,0
广东药科大学,专业型硕士学位点,2,2
广东药科大学,国家双一流学科数量,0,0
广东药科大学,国家级一流本科专业建设点,6,6
广东药科大学,国家级一流本科课程,5,12
广东药科大学,国家级教学成果奖,0,0
广东药科大学,国家级高等教育智慧平台课程,12,12
广东药科大学,学术型博士学位点,1,0
广东药科大学,学术型硕士学位点,0,0
广东药科大学,教育部评估A类学科数量,0,0
广东药科大学,本科专业总数,47,47
广东药科大学,省级一流本科专业建设点,15,15
广东药科大学,省级一流本科课程,64,64
广东药科大学,省级教学成果奖,2,2
广东药科大学,软科中国最好学科排名前10%学科数量,0,1
广东警官学院,ESI前1%学科数量,0,0
广东警官学院,ESI前1‰学科数量,0,0
广东警官学院,专业型博士学位点,0,0
广东警官学院,专业型硕士学位点,0,0
广东警官学院,国家双一流学科数量,0,0
广东警官学院,国家级一流本科专业建设点,3,3
广东警官学院,国家级一流本科课程,3,3
广东警官学院,国家级教学成果奖,0,0
广东警官学院,国家级高等教育智慧平台课程,1,1
广东警官学院,学术型博士学位点,0,0
广东警官学院,学术型硕士学位点,0,0
广东警官学院,教育部评估A类学科数量,0,0
广东警官学院,本科专业总数,13,13
广东警官学院,省级一流本科专业建设点,5,5
广东警官学院,省级一流本科课程,24,24
广东警官学院,省级教学成果奖,1,2
广东警官学院,软科中国最好学科排名前10%学科数量,0,0
广东财经大学,ESI前1%学科数量,2,2
广东财经大学,ESI前1‰学科数量,0,2
广东财经大学,专业型博士学位点,0,0
广东财经大学,专业型硕士学位点,5,5
广东财经大学,国家双一流学科数量,0,0
广东财经大学,国家级一流本科专业建设点,18,18
广东财经大学,国家级一流本科课程,5,12
广东财经大学,国家级教学成果奖,1,1
广东财经大学,国家级高等教育智慧平台课程,14,14
广东财经大学,学术型博士学位点,1,1
广东财经大学,学术型硕士学位点,1,1
广东财经大学,教育部评估A类学科数量,3,4
广东财经大学,本科专业总数,67,67
广东财经大学,省级一流本科专业建设点,16,16
广东财经大学,省级一流本科课程,57,57
广东财经大学,省级教学成果奖,5,5
广东财经大学,软科中国最好学科排名前10%学科数量,0,2
广东轻工职业技术大学,ESI前1%学科数量,0,0
广东轻工职业技术大学,ESI前1‰学科数量,0,0
广东轻工职业技术大学,专业型博士学位点,0,0
广东轻工职业技术大学,专业型硕士学位点,0,0
广东轻工职业技术大学,国家双一流学科数量,0,0
广东轻工职业技术大学,国家级一流本科专业建设点,0,0
广东轻工职业技术大学,国家级一流本科课程,0,0
广东轻工职业技术大学,国家级教学成果奖,0,0
广东轻工职业技术大学,国家级高等教育智慧平台课程,9,9
广东轻工职业技术大学,学术型博士学位点,0,0
广东轻工职业技术大学,学术型硕士学位点,0,0
广东轻工职业技术大学,教育部评估A类学科数量,0,0
广东轻工职业技术大学,本科专业总数,6,6
广东轻工职业技术大学,省级一流本科专业建设点,0,0
广东轻工职业技术大学,省级一流本科课程,0,0
广东轻工职业技术大学,省级教学成果奖,0,0
广东轻工职业技术大学,软科中国最好学科排名前10%学科数量,0,0
广东金融学院,ESI前1%学科数量,0,0
广东金融学院,ESI前1‰学科数量,0,0
广东金融学院,专业型博士学位点,0,0
广东金融学院,专业型硕士学位点,8,8
广东金融学院,国家双一流学科数量,0,0
广东金融学院,国家级一流本科专业建设点,3,3
广东金融学院,国家级一流本科课程,6,13
广东金融学院,国家级教学成果奖,1,1
广东金融学院,国家级高等教育智慧平台课程,4,4
广东金融学院,学术型博士学位点,0,0
广东金融学院,学术型硕士学位点,1,1
广东金融学院,教育部评估A类学科数量,0,0
广东金融学院,本科专业总数,55,55
广东金融学院,省级一流本科专业建设点,14,14
广东金融学院,省级一流本科课程,30,30
广东金融学院,省级教学成果奖,1,1
广东金融学院,软科中国最好学科排名前10%学科数量,0,0
广州中医药大学,ESI前1%学科数量,7,7
广州中医药大学,ESI前1‰学科数量,1,1
广州中医药大学,专业型博士学位点,0,0
广州中医药大学,专业型硕士学位点,3,0
广州中医药大学,国家双一流学科数量,1,1
广州中医药大学,国家级一流本科专业建设点,8,8
广州中医药大学,国家级一流本科课程,16,19
广州中医药大学,国家级教学成果奖,0,0
广州中医药大学,国家级高等教育智慧平台课程,44,44
广州中医药大学,学术型博士学位点,0,0
广州中医药大学,学术型硕士学位点,0,0
广州中医药大学,教育部评估A类学科数量,0,1
广州中医药大学,本科专业总数,23,23
广州中医药大学,省级一流本科专业建设点,11,11
广州中医药大学,省级一流本科课程,87,87
广州中医药大学,省级教学成果奖,6,6
广州中医药大学,软科中国最好学科排名前10%学科数量,1,2
广州体育学院,ESI前1%学科数量,0,0
广州体育学院,ESI前1‰学科数量,0,0
广州体育学院,专业型博士学位点,0,0
广州体育学院,专业型硕士学位点,0,0
广州体育学院,国家双一流学科数量,0,0
广州体育学院,国家级一流本科专业建设点,2,2
广州体育学院,国家级一流本科课程,2,2
广州体育学院,国家级教学成果奖,0,0
广州体育学院,国家级高等教育智慧平台课程,6,6
广州体育学院,学术型博士学位点,1,1
广州体育学院,学术型硕士学位点,0,0
广州体育学院,教育部评估A类学科数量,1,1
广州体育学院,本科专业总数,23,23
广州体育学院,省级一流本科专业建设点,5,5
广州体育学院,省级一流本科课程,25,25
广州体育学院,省级教学成果奖,1,1
广州体育学院,软科中国最好学科排名前10%学科数量,0,0
广州医科大学,ESI前1%学科数量,11,11
广州医科大学,ESI前1‰学科数量,1,1
广州医科大学,专业型博士学位点,0,0
广州医科大学,专业型硕士学位点,3,0
广州医科大学,国家双一流学科数量,1,1
广州医科大学,国家级一流本科专业建设点,17,17
广州医科大学,国家级一流本科课程,3,19
广州医科大学,国家级教学成果奖,1,1
广州医科大学,国家级高等教育智慧平台课程,15,15
广州医科大学,学术型博士学位点,0,0
广州医科大学,学术型硕士学位点,0,0
广州医科大学,教育部评估A类学科数量,0,0
广州医科大学,本科专业总数,21,21
广州医科大学,省级一流本科专业建设点,4,4
广州医科大学,省级一流本科课程,84,84
广州医科大学,省级教学成果奖,5,5
广州医科大学,软科中国最好学科排名前10%学科数量,0,2
广州华商学院,ESI前1%学科数量,0,0
广州华商学院,ESI前1‰学科数量,0,0
广州华商学院,专业型博士学位点,0,0
广州华商学院,专业型硕士学位点,0,0
广州华商学院,国家双一流学科数量,0,0
广州华商学院,国家级一流本科专业建设点,1,1
广州华商学院,国家级一流本科课程,0,0
广州华商学院,国家级教学成果奖,0,0
广州华商学院,国家级高等教育智慧平台课程,3,3
广州华商学院,学术型博士学位点,0,0
广州华商学院,学术型硕士学位点,0,0
广州华商学院,教育部评估A类学科数量,0,0
广州华商学院,本科专业总数,54,54
广州华商学院,省级一流本科专业建设点,6,6
广州华商学院,省级一流本科课程,14,14
广州华商学院,省级教学成果奖,0,0
广州华商学院,软科中国最好学科排名前10%学科数量,0,0
广州华立学院,ESI前1%学科数量,0,0
广州华立学院,ESI前1‰学科数量,0,0
广州华立学院,专业型博士学位点,0,0
广州华立学院,专业型硕士学位点,0,0
广州华立学院,国家双一流学科数量,0,0
广州华立学院,国家级一流本科专业建设点,0,0
广州华立学院,国家级一流本科课程,0,0
广州华立学院,国家级教学成果奖,0,0
广州华立学院,国家级高等教育智慧平台课程,0,0
广州华立学院,学术型博士学位点,0,0
广州华立学院,学术型硕士学位点,0,0
广州华立学院,教育部评估A类学科数量,0,0
广州华立学院,本科专业总数,52,52
广州华立学院,省级一流本科专业建设点,2,2
广州华立学院,省级一流本科课程,4,4
广州华立学院,省级教学成果奖,0,0
广州华立学院,软科中国最好学科排名前10%学科数量,0,0
广州南方学院,ESI前1%学科数量,0,0
广州南方学院,ESI前1‰学科数量,0,0
广州南方学院,专业型博士学位点,0,0
广州南方学院,专业型硕士学位点,0,0
广州南方学院,国家双一流学科数量,0,0
广州南方学院,国家级一流本科专业建设点,4,4
广州南方学院,国家级一流本科课程,0,1
广州南方学院,国家级教学成果奖,0,0
广州南方学院,国家级高等教育智慧平台课程,0,0
广州南方学院,学术型博士学位点,0,0
广州南方学院,学术型硕士学位点,0,0
广州南方学院,教育部评估A类学科数量,0,0
广州南方学院,本科专业总数,46,46
广州南方学院,省级一流本科专业建设点,6,6
广州南方学院,省级一流本科课程,21,21
广州南方学院,省级教学成果奖,1,1
广州南方学院,软科中国最好学科排名前10%学科数量,0,0
广州商学院,ESI前1%学科数量,0,0
广州商学院,ESI前1‰学科数量,0,0
广州商学院,专业型博士学位点,0,0
广州商学院,专业型硕士学位点,0,0
广州商学院,国家双一流学科数量,0,0
广州商学院,国家级一流本科专业建设点,0,0
广州商学院,国家级一流本科课程,0,0
广州商学院,国家级教学成果奖,0,0
广州商学院,国家级高等教育智慧平台课程,0,0
广州商学院,学术型博士学位点,0,0
广州商学院,学术型硕士学位点,0,0
广州商学院,教育部评估A类学科数量,0,0
广州商学院,本科专业总数,38,38
广州商学院,省级一流本科专业建设点,3,3
广州商学院,省级一流本科课程,14,14
广州商学院,省级教学成果奖,0,0
广州商学院,软科中国最好学科排名前10%学科数量,0,0
广州城市理工学院,ESI前1%学科数量,0,0
广州城市理工学院,ESI前1‰学科数量,0,0
广州城市理工学院,专业型博士学位点,0,0
广州城市理工学院,专业型硕士学位点,0,0
广州城市理工学院,国家双一流学科数量,0,0
广州城市理工学院,国家级一流本科专业建设点,0,0
广州城市理工学院,国家级一流本科课程,0,0
广州城市理工学院,国家级教学成果奖,0,0
广州城市理工学院,国家级高等教育智慧平台课程,1,1
广州城市理工学院,学术型博士学位点,0,0
广州城市理工学院,学术型硕士学位点,0,0
广州城市理工学院,教育部评估A类学科数量,0,0
广州城市理工学院,本科专业总数,46,46
广州城市理工学院,省级一流本科专业建设点,6,6
广州城市理工学院,省级一流本科课程,22,22
广州城市理工学院,省级教学成果奖,0,0
广州城市理工学院,软科中国最好学科排名前10%学科数量,0,0
广州大学,ESI前1%学科数量,11,11
广州大学,ESI前1‰学科数量,1,1
广州大学,专业型博士学位点,0,0
广州大学,专业型硕士学位点,0,0
广州大学,国家双一流学科数量,0,0
广州大学,国家级一流本科专业建设点,40,40
广州大学,国家级一流本科课程,24,24
广州大学,国家级教学成果奖,4,3
广州大学,国家级高等教育智慧平台课程,27,27
广州大学,学术型博士学位点,4,4
广州大学,学术型硕士学位点,0,0
广州大学,教育部评估A类学科数量,5,5
广州大学,本科专业总数,78,78
广州大学,省级一流本科专业建设点,52,52
广州大学,省级一流本科课程,124,124
广州大学,省级教学成果奖,4,4
广州大学,软科中国最好学科排名前10%学科数量,0,4
广州工商学院,ESI前1%学科数量,0,0
广州工商学院,ESI前1‰学科数量,0,0
广州工商学院,专业型博士学位点,0,0
广州工商学院,专业型硕士学位点,0,0
广州工商学院,国家双一流学科数量,0,0
广州工商学院,国家级一流本科专业建设点,1,1
广州工商学院,国家级一流本科课程,0,0
广州工商学院,国家级教学成果奖,0,0
广州工商学院,国家级高等教育智慧平台课程,1,1
广州工商学院,学术型博士学位点,0,0
广州工商学院,学术型硕士学位点,0,0
广州工商学院,教育部评估A类学科数量,0,0
广州工商学院,本科专业总数,36,36
广州工商学院,省级一流本科专业建设点,3,3
广州工商学院,省级一流本科课程,21,21
广州工商学院,省级教学成果奖,1,1
广州工商学院,软科中国最好学科排名前10%学科数量,0,0
广州应用科技学院,ESI前1%学科数量,0,0
广州应用科技学院,ESI前1‰学科数量,0,0
广州应用科技学院,专业型博士学位点,0,0
广州应用科技学院,专业型硕士学位点,0,0
广州应用科技学院,国家双一流学科数量,0,0
广州应用科技学院,国家级一流本科专业建设点,0,0
广州应用科技学院,国家级一流本科课程,0,0
广州应用科技学院,国家级教学成果奖,0,0
广州应用科技学院,国家级高等教育智慧平台课程,0,0
广州应用科技学院,学术型博士学位点,0,0
广州应用科技学院,学术型硕士学位点,0,0
广州应用科技学院,教育部评估A类学科数量,0,0
广州应用科技学院,本科专业总数,47,47
广州应用科技学院,省级一流本科专业建设点,3,3
广州应用科技学院,省级一流本科课程,1,1
广州应用科技学院,省级教学成果奖,0,0
广州应用科技学院,软科中国最好学科排名前10%学科数量,0,0
广州新华学院,ESI前1%学科数量,0,0
广州新华学院,ESI前1‰学科数量,0,0
广州新华学院,专业型博士学位点,0,0
广州新华学院,专业型硕士学位点,0,0
广州新华学院,国家双一流学科数量,0,0
广州新华学院,国家级一流本科专业建设点,1,1
广州新华学院,国家级一流本科课程,0,0
广州新华学院,国家级教学成果奖,0,0
广州新华学院,国家级高等教育智慧平台课程,0,0
广州新华学院,学术型博士学位点,0,0
广州新华学院,学术型硕士学位点,0,0
广州新华学院,教育部评估A类学科数量,0,0
广州新华学院,本科专业总数,60,60
广州新华学院,省级一流本科专业建设点,5,5
广州新华学院,省级一流本科课程,23,23
广州新华学院,省级教学成果奖,0,0
广州新华学院,软科中国最好学科排名前10%学科数量,0,0
广州理工学院,ESI前1%学科数量,0,0
广州理工学院,ESI前1‰学科数量,0,0
广州理工学院,专业型博士学位点,0,0
广州理工学院,专业型硕士学位点,0,0
广州理工学院,国家双一流学科数量,0,0
广州理工学院,国家级一流本科专业建设点,1,1
广州理工学院,国家级一流本科课程,0,0
广州理工学院,国家级教学成果奖,1,1
广州理工学院,国家级高等教育智慧平台课程,2,2
广州理工学院,学术型博士学位点,0,0
广州理工学院,学术型硕士学位点,0,0
广州理工学院,教育部评估A类学科数量,0,0
广州理工学院,本科专业总数,51,51
广州理工学院,省级一流本科专业建设点,3,3
广州理工学院,省级一流本科课程,8,6
广州理工学院,省级教学成果奖,0,0
广州理工学院,软科中国最好学科排名前10%学科数量,0,0
广州番禺职业技术学院,ESI前1%学科数量,0,0
广州番禺职业技术学院,ESI前1‰学科数量,0,0
广州番禺职业技术学院,专业型博士学位点,0,0
广州番禺职业技术学院,专业型硕士学位点,0,0
广州番禺职业技术学院,国家双一流学科数量,0,0
广州番禺职业技术学院,国家级一流本科专业建设点,0,0
广州番禺职业技术学院,国家级一流本科课程,0,0
广州番禺职业技术学院,国家级教学成果奖,7,6
广州番禺职业技术学院,国家级高等教育智慧平台课程,8,8
广州番禺职业技术学院,学术型博士学位点,0,0
广州番禺职业技术学院,学术型硕士学位点,0,0
广州番禺职业技术学院,教育部评估A类学科数量,0,0
广州番禺职业技术学院,本科专业总数,6,6
广州番禺职业技术学院,省级一流本科专业建设点,0,0
广州番禺职业技术学院,省级一流本科课程,0,0
广州番禺职业技术学院,省级教学成果奖,0,0
广州番禺职业技术学院,软科中国最好学科排名前10%学科数量,0,0
广州科技职业技术大学,ESI前1%学科数量,0,0
广州科技职业技术大学,ESI前1‰学科数量,0,0
广州科技职业技术大学,专业型博士学位点,0,0
广州科技职业技术大学,专业型硕士学位点,0,0
广州科技职业技术大学,国家双一流学科数量,0,0
广州科技职业技术大学,国家级一流本科专业建设点,0,0
广州科技职业技术大学,国家级一流本科课程,0,0
广州科技职业技术大学,国家级教学成果奖,0,0
广州科技职业技术大学,国家级高等教育智慧平台课程,0,0
广州科技职业技术大学,学术型博士学位点,0,0
广州科技职业技术大学,学术型硕士学位点,0,0
广州科技职业技术大学,教育部评估A类学科数量,0,0
广州科技职业技术大学,本科专业总数,27,27
广州科技职业技术大学,省级一流本科专业建设点,0,0
广州科技职业技术大学,省级一流本科课程,0,0
广州科技职业技术大学,省级教学成果奖,0,0
广州科技职业技术大学,软科中国最好学科排名前10%学科数量,0,0
广州美术学院,ESI前1%学科数量,0,0
广州美术学院,ESI前1‰学科数量,0,0
广州美术学院,专业型博士学位点,0,0
广州美术学院,专业型硕士学位点,1,1
广州美术学院,国家双一流学科数量,0,0
广州美术学院,国家级一流本科专业建设点,18,18
广州美术学院,国家级一流本科课程,7,6
广州美术学院,国家级教学成果奖,0,0
广州美术学院,国家级高等教育智慧平台课程,4,4
广州美术学院,学术型博士学位点,0,0
广州美术学院,学术型硕士学位点,1,1
广州美术学院,教育部评估A类学科数量,0,0
广州美术学院,本科专业总数,31,31
广州美术学院,省级一流本科专业建设点,6,6
广州美术学院,省级一流本科课程,24,24
广州美术学院,省级教学成果奖,2,2
广州美术学院,软科中国最好学科排名前10%学科数量,0,0
广州航海学院,ESI前1%学科数量,0,0
广州航海学院,ESI前1‰学科数量,0,0
广州航海学院,专业型博士学位点,0,0
广州航海学院,专业型硕士学位点,0,0
广州航海学院,国家双一流学科数量,0,0
广州航海学院,国家级一流本科专业建设点,0,0
广州航海学院,国家级一流本科课程,0,0
广州航海学院,国家级教学成果奖,0,0
广州航海学院,国家级高等教育智慧平台课程,0,0
广州航海学院,学术型博士学位点,0,0
广州航海学院,学术型硕士学位点,0,0
