subject,name,layer
0101 哲学,上海大学,前50%
0101 哲学,云南大学,前50%
0101 哲学,杭州师范大学,前50%
0101 哲学,广州大学,前50%
0101 哲学,深圳大学,前50%
0101 哲学,湘潭大学,前50%
0101 哲学,安徽师范大学,前50%
0101 哲学,华中师范大学,前50%
0101 哲学,中国科学技术大学,前50%
0101 哲学,西北师范大学,前50%
0201 理论经济学,中国人民大学,前3%
0201 理论经济学,复旦大学,前3%
0201 理论经济学,北京大学,前3%
0201 理论经济学,南开大学,前7%
0201 理论经济学,北京师范大学,前7%
0201 理论经济学,上海财经大学,前7%
0201 理论经济学,西南财经大学,前7%
0201 理论经济学,中央财经大学,前12%
0201 理论经济学,厦门大学,前12%
0201 理论经济学,南京大学,前12%
0201 理论经济学,武汉大学,前12%
0201 理论经济学,清华大学,前12%
0201 理论经济学,中南财经政法大学,前12%
0201 理论经济学,对外经济贸易大学,前20%
0201 理论经济学,辽宁大学,前20%
0201 理论经济学,江西财经大学,前20%
0201 理论经济学,山东大学,前20%
0201 理论经济学,西北大学,前20%
0201 理论经济学,吉林大学,前20%
0201 理论经济学,四川大学,前20%
0201 理论经济学,浙江大学,前20%
0201 理论经济学,深圳大学,前20%
0201 理论经济学,山东师范大学,前30%
0201 理论经济学,南京财经大学,前30%
0201 理论经济学,南京审计大学,前30%
0201 理论经济学,首都经济贸易大学,前30%
0201 理论经济学,北京理工大学,前30%
0201 理论经济学,东北财经大学,前30%
0201 理论经济学,湖北大学,前30%
0201 理论经济学,陕西师范大学,前30%
0201 理论经济学,暨南大学,前30%
0201 理论经济学,湖南师范大学,前30%
0201 理论经济学,曲阜师范大学,前30%
0201 理论经济学,福建师范大学,前40%
0201 理论经济学,湖南大学,前40%
0201 理论经济学,湘潭大学,前40%
0201 理论经济学,安徽财经大学,前40%
0201 理论经济学,广东外语外贸大学,前40%
0201 理论经济学,云南大学,前40%
0201 理论经济学,中国政法大学,前40%
0201 理论经济学,山西大学,前40%
0201 理论经济学,兰州大学,前40%
0201 理论经济学,安徽大学,前40%
0201 理论经济学,云南财经大学,前40%
0201 理论经济学,中山大学,前50%
0201 理论经济学,山西财经大学,前50%
0201 理论经济学,河南财经政法大学,前50%
0201 理论经济学,山东财经大学,前50%
0201 理论经济学,华中科技大学,前50%
0201 理论经济学,西安交通大学,前50%
0201 理论经济学,浙江财经大学,前50%
0201 理论经济学,贵州财经大学,前50%
0201 理论经济学,浙江工商大学,前50%
0201 理论经济学,新疆大学,前50%
0201 理论经济学,青岛大学,前50%
0202 应用经济学,中国人民大学,前3%
0202 应用经济学,北京大学,前3%
0202 应用经济学,对外经济贸易大学,前3%
0202 应用经济学,中央财经大学,前3%
0202 应用经济学,上海财经大学,前3%
0202 应用经济学,南开大学,前3%
0202 应用经济学,厦门大学,前3%
0202 应用经济学,西南财经大学,前3%
0202 应用经济学,清华大学,前7%
0202 应用经济学,中南财经政法大学,前7%
0202 应用经济学,东北财经大学,前7%
0202 应用经济学,复旦大学,前7%
0202 应用经济学,首都经济贸易大学,前7%
0202 应用经济学,南京财经大学,前7%
0202 应用经济学,山东大学,前7%
0202 应用经济学,武汉大学,前7%
0202 应用经济学,中山大学,前7%
0202 应用经济学,暨南大学,前7%
0202 应用经济学,浙江大学,前12%
0202 应用经济学,湖南大学,前12%
0202 应用经济学,山东财经大学,前12%
0202 应用经济学,上海交通大学,前12%
0202 应用经济学,浙江财经大学,前12%
0202 应用经济学,西安交通大学,前12%
0202 应用经济学,江西财经大学,前12%
0202 应用经济学,南京审计大学,前12%
0202 应用经济学,上海对外经贸大学,前12%
0202 应用经济学,南京大学,前12%
0202 应用经济学,广东外语外贸大学,前12%
0202 应用经济学,辽宁大学,前12%
0202 应用经济学,吉林大学,前12%
0202 应用经济学,重庆工商大学,前12%
0202 应用经济学,安徽财经大学,前20%
0202 应用经济学,北京工商大学,前20%
0202 应用经济学,华中科技大学,前20%
0202 应用经济学,浙江工商大学,前20%
0202 应用经济学,天津财经大学,前20%
0202 应用经济学,华南理工大学,前20%
0202 应用经济学,北京师范大学,前20%
0202 应用经济学,云南财经大学,前20%
0202 应用经济学,河北大学,前20%
0202 应用经济学,浙江工业大学,前20%
0202 应用经济学,四川大学,前20%
0202 应用经济学,华东师范大学,前20%
0202 应用经济学,北京理工大学,前20%
0202 应用经济学,中国农业大学,前20%
0202 应用经济学,同济大学,前20%
0202 应用经济学,东南大学,前20%
0202 应用经济学,广东财经大学,前20%
0202 应用经济学,广州大学,前20%
0202 应用经济学,西南大学,前20%
0202 应用经济学,中南大学,前20%
0202 应用经济学,安徽大学,前20%
0202 应用经济学,宁波大学,前20%
0202 应用经济学,华侨大学,前30%
0202 应用经济学,南京师范大学,前30%
0202 应用经济学,大连理工大学,前30%
0202 应用经济学,南京农业大学,前30%
0202 应用经济学,湖南科技大学,前30%
0202 应用经济学,海南大学,前30%
0202 应用经济学,北京航空航天大学,前30%
0202 应用经济学,中国地质大学（武汉）,前30%
0202 应用经济学,山西财经大学,前30%
0202 应用经济学,广西大学,前30%
0202 应用经济学,青岛大学,前30%
0202 应用经济学,中国海洋大学,前30%
0202 应用经济学,新疆财经大学,前30%
0202 应用经济学,华中农业大学,前30%
0202 应用经济学,山东工商学院,前30%
0202 应用经济学,郑州大学,前30%
0202 应用经济学,北京交通大学,前30%
0202 应用经济学,南昌大学,前30%
0202 应用经济学,内蒙古财经大学,前30%
0202 应用经济学,深圳大学,前30%
0202 应用经济学,重庆大学,前30%
0202 应用经济学,湖南工商大学,前30%
0202 应用经济学,石河子大学,前30%
0202 应用经济学,西北大学,前30%
0202 应用经济学,重庆理工大学,前30%
0202 应用经济学,华东理工大学,前30%
0202 应用经济学,贵州财经大学,前40%
0202 应用经济学,长沙理工大学,前40%
0202 应用经济学,江西师范大学,前40%
0202 应用经济学,上海大学,前40%
0202 应用经济学,河南财经政法大学,前40%
0202 应用经济学,江西理工大学,前40%
0202 应用经济学,兰州大学,前40%
0202 应用经济学,华南师范大学,前40%
0202 应用经济学,云南大学,前40%
0202 应用经济学,江南大学,前40%
0202 应用经济学,南京信息工程大学,前50%
0202 应用经济学,杭州电子科技大学,前50%
0202 应用经济学,江苏师范大学,前50%
0202 应用经济学,中国矿业大学,前50%
0202 应用经济学,河海大学,前50%
0202 应用经济学,上海师范大学,前50%
0202 应用经济学,西北农林科技大学,前50%
0202 应用经济学,西南政法大学,前50%
0202 应用经济学,南京邮电大学,前50%
0202 应用经济学,集美大学,前50%
0202 应用经济学,南京林业大学,前50%
0202 应用经济学,天津商业大学,前50%
0202 应用经济学,湘潭大学,前50%
0301 法学,中国政法大学,前3%
0301 法学,武汉大学,前3%
0301 法学,中国人民大学,前3%
0301 法学,西南政法大学,前3%
0301 法学,北京大学,前3%
0301 法学,华东政法大学,前3%
0301 法学,中南财经政法大学,前7%
0301 法学,上海交通大学,前7%
0301 法学,清华大学,前7%
0301 法学,吉林大学,前7%
0301 法学,浙江大学,前7%
0301 法学,四川大学,前7%
0301 法学,厦门大学,前7%
0301 法学,西北政法大学,前7%
0301 法学,复旦大学,前12%
0301 法学,山东大学,前12%
0301 法学,南京师范大学,前12%
0301 法学,上海政法学院,前12%
0301 法学,东南大学,前12%
0301 法学,南京大学,前12%
0301 法学,广东外语外贸大学,前12%
0301 法学,北京师范大学,前12%
0301 法学,湖南大学,前12%
0301 法学,中山大学,前12%
0301 法学,湘潭大学,前12%
0301 法学,天津大学,前20%
0301 法学,华南理工大学,前20%
0301 法学,海南大学,前20%
0301 法学,大连海事大学,前20%
0301 法学,华东师范大学,前20%
0301 法学,湖南师范大学,前20%
0301 法学,重庆大学,前20%
0301 法学,南开大学,前20%
0301 法学,上海财经大学,前20%
0301 法学,辽宁大学,前20%
0301 法学,西安交通大学,前20%
0301 法学,中南大学,前20%
0301 法学,对外经济贸易大学,前20%
0301 法学,苏州大学,前20%
0301 法学,深圳大学,前20%
0301 法学,西南财经大学,前20%
0301 法学,北京航空航天大学,前20%
0301 法学,北京理工大学,前30%
0301 法学,中央财经大学,前30%
0301 法学,暨南大学,前30%
0301 法学,广州大学,前30%
0301 法学,华中科技大学,前30%
0301 法学,广东财经大学,前30%
0301 法学,黑龙江大学,前30%
0301 法学,福州大学,前30%
0301 法学,中国人民公安大学,前30%
0301 法学,郑州大学,前30%
0301 法学,宁波大学,前30%
0301 法学,浙江财经大学,前30%
0301 法学,中国海洋大学,前30%
0301 法学,江西财经大学,前30%
0301 法学,外交学院,前30%
0301 法学,河南财经政法大学,前30%
0301 法学,中央民族大学,前30%
0301 法学,云南大学,前30%
0301 法学,中国计量大学,前30%
0301 法学,安徽大学,前30%
0301 法学,河北大学,前30%
0301 法学,南京审计大学,前30%
0301 法学,华南师范大学,前40%
0301 法学,浙江工商大学,前40%
0301 法学,同济大学,前40%
0301 法学,华中师范大学,前40%
0301 法学,上海大学,前40%
0301 法学,沈阳师范大学,前40%
0301 法学,烟台大学,前40%
0301 法学,西北大学,前40%
0301 法学,湖南工商大学,前40%
0301 法学,浙江工业大学,前40%
0301 法学,河南大学,前40%
0301 法学,扬州大学,前40%
0301 法学,中国地质大学（武汉）,前40%
0301 法学,昆明理工大学,前40%
0301 法学,广西民族大学,前40%
0301 法学,浙江师范大学,前40%
0301 法学,杭州师范大学,前40%
0301 法学,南京航空航天大学,前40%
0301 法学,新疆大学,前40%
0301 法学,河海大学,前40%
0301 法学,山东师范大学,前40%
0301 法学,首都经济贸易大学,前40%
0301 法学,曲阜师范大学,前50%
0301 法学,云南师范大学,前50%
0301 法学,甘肃政法大学,前50%
0301 法学,西南大学,前50%
0301 法学,常州大学,前50%
0301 法学,广西师范大学,前50%
0301 法学,华侨大学,前50%
0301 法学,广西大学,前50%
0301 法学,贵州大学,前50%
0301 法学,江苏大学,前50%
0301 法学,青岛大学,前50%
0301 法学,温州大学,前50%
0301 法学,中南民族大学,前50%
0301 法学,兰州大学,前50%
0301 法学,北京工商大学,前50%
0301 法学,东北师范大学,前50%
0301 法学,福建师范大学,前50%
0301 法学,内蒙古大学,前50%
0301 法学,武汉理工大学,前50%
0301 法学,西南民族大学,前50%
0302 政治学,复旦大学,前3%
0302 政治学,中国人民大学,前3%
0302 政治学,北京大学,前7%
0302 政治学,清华大学,前7%
0302 政治学,云南大学,前7%
0302 政治学,华中师范大学,前12%
0302 政治学,吉林大学,前12%
0302 政治学,南京大学,前12%
0302 政治学,中国政法大学,前12%
0302 政治学,厦门大学,前12%
0302 政治学,天津师范大学,前20%
0302 政治学,南开大学,前20%
0302 政治学,暨南大学,前20%
0302 政治学,中山大学,前20%
0302 政治学,山东大学,前20%
0302 政治学,武汉大学,前20%
0302 政治学,华东师范大学,前30%
0302 政治学,外交学院,前30%
0302 政治学,对外经济贸易大学,前30%
0302 政治学,浙江师范大学,前30%
0302 政治学,四川大学,前30%
0302 政治学,同济大学,前30%
0302 政治学,上海外国语大学,前30%
0302 政治学,郑州大学,前30%
0302 政治学,东北师范大学,前30%
0302 政治学,上海交通大学,前40%
0302 政治学,北京外国语大学,前40%
0302 政治学,华东政法大学,前40%
0302 政治学,中南财经政法大学,前40%
0302 政治学,兰州大学,前40%
0302 政治学,南京师范大学,前40%
0302 政治学,广东外语外贸大学,前40%
0302 政治学,广西民族大学,前40%
0302 政治学,深圳大学,前50%
0302 政治学,中国海洋大学,前50%
0302 政治学,华南师范大学,前50%
0302 政治学,河南师范大学,前50%
0302 政治学,山西大学,前50%
0302 政治学,华侨大学,前50%
0302 政治学,贵州师范大学,前50%
0302 政治学,上海师范大学,前50%
0302 政治学,苏州大学,前50%
0303 社会学,北京大学,前3%
0303 社会学,中国人民大学,前3%
0303 社会学,南京大学,前7%
0303 社会学,中山大学,前7%
0303 社会学,厦门大学,前7%
0303 社会学,复旦大学,前7%
0303 社会学,上海大学,前12%
0303 社会学,清华大学,前12%
0303 社会学,华东师范大学,前12%
0303 社会学,南开大学,前12%
0303 社会学,中央民族大学,前20%
0303 社会学,北京师范大学,前20%
0303 社会学,中国农业大学,前20%
0303 社会学,武汉大学,前20%
0303 社会学,吉林大学,前20%
0303 社会学,西安交通大学,前20%
0303 社会学,浙江大学,前20%
0303 社会学,云南民族大学,前30%
0303 社会学,华中师范大学,前30%
0303 社会学,华中科技大学,前30%
0303 社会学,华东理工大学,前30%
0303 社会学,山东大学,前30%
0303 社会学,中南大学,前30%
0303 社会学,华中农业大学,前30%
0303 社会学,云南大学,前30%
0303 社会学,济南大学,前30%
0303 社会学,西南大学,前30%
0303 社会学,安徽大学,前40%
0303 社会学,南京邮电大学,前40%
0303 社会学,贵州民族大学,前40%
0303 社会学,北京工业大学,前40%
0303 社会学,中央财经大学,前40%
0303 社会学,河海大学,前40%
0303 社会学,东南大学,前40%
0303 社会学,西南财经大学,前40%
0303 社会学,贵州大学,前50%
0303 社会学,陕西师范大学,前50%
0303 社会学,苏州大学,前50%
0303 社会学,哈尔滨工业大学,前50%
0303 社会学,哈尔滨工程大学,前50%
0303 社会学,西北农林科技大学,前50%
0303 社会学,南京师范大学,前50%
0303 社会学,四川大学,前50%
0303 社会学,中南财经政法大学,前50%
0304 民族学,中央民族大学,前2名
0304 民族学,云南大学,前2名
0304 民族学,中南民族大学,前3名
0304 民族学,西南民族大学,前12%
0304 民族学,宁夏大学,前20%
0304 民族学,广西民族大学,前20%
0304 民族学,云南民族大学,前20%
0304 民族学,兰州大学,前30%
0304 民族学,西藏大学,前30%
0304 民族学,三峡大学,前30%
0304 民族学,内蒙古师范大学,前30%
0304 民族学,四川大学,前40%
0304 民族学,贵州民族大学,前40%
0304 民族学,青海民族大学,前40%
0304 民族学,大连民族大学,前40%
0304 民族学,内蒙古大学,前50%
0304 民族学,新疆大学,前50%
0304 民族学,西藏民族大学,前50%
0304 民族学,北方民族大学,前50%
0305 马克思主义理论,中国人民大学,前3%
0305 马克思主义理论,复旦大学,前3%
0305 马克思主义理论,清华大学,前3%
0305 马克思主义理论,武汉大学,前3%
0305 马克思主义理论,北京大学,前3%
0305 马克思主义理论,东北师范大学,前3%
0305 马克思主义理论,北京师范大学,前3%
0305 马克思主义理论,山东大学,前3%
0305 马克思主义理论,上海交通大学,前3%
0305 马克思主义理论,南京师范大学,前3%
0305 马克思主义理论,浙江大学,前3%
0305 马克思主义理论,山东师范大学,前7%
0305 马克思主义理论,陕西师范大学,前7%
0305 马克思主义理论,湘潭大学,前7%
0305 马克思主义理论,大连理工大学,前7%
0305 马克思主义理论,吉林大学,前7%
0305 马克思主义理论,广西师范大学,前7%
0305 马克思主义理论,浙江工商大学,前7%
0305 马克思主义理论,西安交通大学,前7%
0305 马克思主义理论,华南师范大学,前7%
0305 马克思主义理论,华东师范大学,前7%
0305 马克思主义理论,南京大学,前7%
0305 马克思主义理论,江西师范大学,前7%
0305 马克思主义理论,暨南大学,前7%
0305 马克思主义理论,南开大学,前7%
0305 马克思主义理论,华中师范大学,前7%
0305 马克思主义理论,福建师范大学,前7%
0305 马克思主义理论,华南理工大学,前12%
0305 马克思主义理论,西南交通大学,前12%
0305 马克思主义理论,四川大学,前12%
0305 马克思主义理论,中山大学,前12%
0305 马克思主义理论,上海大学,前12%
0305 马克思主义理论,天津大学,前12%
0305 马克思主义理论,北京理工大学,前12%
0305 马克思主义理论,厦门大学,前12%
0305 马克思主义理论,上海师范大学,前12%
0305 马克思主义理论,西南大学,前12%
0305 马克思主义理论,重庆大学,前12%
0305 马克思主义理论,同济大学,前12%
0305 马克思主义理论,河海大学,前12%
0305 马克思主义理论,郑州大学,前12%
0305 马克思主义理论,大连海事大学,前12%
0305 马克思主义理论,兰州大学,前12%
0305 马克思主义理论,海南大学,前12%
0305 马克思主义理论,电子科技大学,前12%
0305 马克思主义理论,广西大学,前12%
0305 马克思主义理论,南京航空航天大学,前12%
0305 马克思主义理论,哈尔滨师范大学,前20%
0305 马克思主义理论,天津师范大学,前20%
0305 马克思主义理论,西北大学,前20%
0305 马克思主义理论,南昌大学,前20%
0305 马克思主义理论,东北大学,前20%
0305 马克思主义理论,湖南大学,前20%
0305 马克思主义理论,江南大学,前20%
0305 马克思主义理论,扬州大学,前20%
0305 马克思主义理论,宁波大学,前20%
0305 马克思主义理论,温州大学,前20%
0305 马克思主义理论,西北工业大学,前20%
0305 马克思主义理论,中央财经大学,前20%
0305 马克思主义理论,湖南师范大学,前20%
0305 马克思主义理论,浙江师范大学,前20%
0305 马克思主义理论,贵州师范大学,前20%
0305 马克思主义理论,北京科技大学,前20%
0305 马克思主义理论,云南大学,前20%
0305 马克思主义理论,哈尔滨工业大学,前20%
0305 马克思主义理论,北京航空航天大学,前20%
0305 马克思主义理论,河南师范大学,前20%
0305 马克思主义理论,曲阜师范大学,前20%
0305 马克思主义理论,首都师范大学,前20%
0305 马克思主义理论,山西师范大学,前20%
0305 马克思主义理论,江西财经大学,前20%
0305 马克思主义理论,新疆大学,前20%
0305 马克思主义理论,新疆师范大学,前20%
0305 马克思主义理论,嘉兴大学,前20%
0305 马克思主义理论,南京信息工程大学,前20%
0305 马克思主义理论,安徽师范大学,前20%
0305 马克思主义理论,广州大学,前20%
0305 马克思主义理论,河北师范大学,前20%
0305 马克思主义理论,长沙理工大学,前30%
0305 马克思主义理论,重庆师范大学,前30%
0305 马克思主义理论,中国人民解放军国防科技大学,前30%
0305 马克思主义理论,南京财经大学,前30%
0305 马克思主义理论,湖南科技大学,前30%
0305 马克思主义理论,合肥工业大学,前30%
0305 马克思主义理论,湖北大学,前30%
0305 马克思主义理论,安徽大学,前30%
0305 马克思主义理论,中南大学,前30%
0305 马克思主义理论,中南民族大学,前30%
0305 马克思主义理论,西北师范大学,前30%
0305 马克思主义理论,西藏民族大学,前30%
0305 马克思主义理论,山东理工大学,前30%
0305 马克思主义理论,北京交通大学,前30%
0305 马克思主义理论,南京邮电大学,前30%
0305 马克思主义理论,常州大学,前30%
0305 马克思主义理论,上海财经大学,前30%
0305 马克思主义理论,深圳大学,前30%
0305 马克思主义理论,中国政法大学,前30%
0305 马克思主义理论,河南大学,前30%
0305 马克思主义理论,华侨大学,前30%
0305 马克思主义理论,南宁师范大学,前30%
0305 马克思主义理论,浙江理工大学,前30%
0305 马克思主义理论,广东外语外贸大学,前30%
0305 马克思主义理论,武汉理工大学,前30%
0305 马克思主义理论,华中科技大学,前30%
0305 马克思主义理论,华东理工大学,前30%
0305 马克思主义理论,成都理工大学,前30%
0305 马克思主义理论,中央民族大学,前30%
0305 马克思主义理论,重庆邮电大学,前30%
0305 马克思主义理论,杭州师范大学,前30%
0305 马克思主义理论,对外经济贸易大学,前30%
0305 马克思主义理论,北京化工大学,前30%
0305 马克思主义理论,东北林业大学,前30%
0305 马克思主义理论,中国人民解放军国防大学,前30%
0305 马克思主义理论,河南科技大学,前30%
0305 马克思主义理论,上海工程技术大学,前30%
0305 马克思主义理论,中国石油大学（华东）,前30%
0305 马克思主义理论,西南财经大学,前30%
0305 马克思主义理论,中国矿业大学,前30%
0305 马克思主义理论,武汉科技大学,前40%
0305 马克思主义理论,河北大学,前40%
0305 马克思主义理论,山西大学,前40%
0305 马克思主义理论,西南政法大学,前40%
0305 马克思主义理论,重庆工商大学,前40%
0305 马克思主义理论,华北电力大学,前40%
0305 马克思主义理论,河北经贸大学,前40%
0305 马克思主义理论,武汉工程大学,前40%
0305 马克思主义理论,贵州财经大学,前50%
0305 马克思主义理论,西南石油大学,前50%
0305 马克思主义理论,赣南师范大学,前50%
0305 马克思主义理论,东华大学,前50%
0305 马克思主义理论,桂林理工大学,前50%
0305 马克思主义理论,聊城大学,前50%
0305 马克思主义理论,青岛科技大学,前50%
0305 马克思主义理论,南京林业大学,前50%
0305 马克思主义理论,三峡大学,前50%
0305 马克思主义理论,贵州大学,前50%
0305 马克思主义理论,湖南中医药大学,前50%
0305 马克思主义理论,燕山大学,前50%
0305 马克思主义理论,福建农林大学,前50%
0305 马克思主义理论,河南理工大学,前50%
0305 马克思主义理论,辽宁大学,前50%
0305 马克思主义理论,山西财经大学,前50%
0305 马克思主义理论,山西医科大学,前50%
0305 马克思主义理论,云南财经大学,前50%
0305 马克思主义理论,福州大学,前50%
0305 马克思主义理论,湖南农业大学,前50%
0305 马克思主义理论,南华大学,前50%
0305 马克思主义理论,西藏大学,前50%
0305 马克思主义理论,安徽工业大学,前50%
0305 马克思主义理论,北京邮电大学,前50%
0305 马克思主义理论,广西民族大学,前50%
0305 马克思主义理论,河北农业大学,前50%
0305 马克思主义理论,内蒙古大学,前50%
0305 马克思主义理论,上海理工大学,前50%
0305 马克思主义理论,北方民族大学,前50%
0305 马克思主义理论,阜阳师范大学,前50%
0305 马克思主义理论,辽宁石油化工大学,前50%
0305 马克思主义理论,闽南师范大学,前50%
0305 马克思主义理论,江苏师范大学,前50%
0305 马克思主义理论,青岛理工大学,前50%
0305 马克思主义理论,武汉轻工大学,前50%
0305 马克思主义理论,齐鲁工业大学,前50%
0305 马克思主义理论,东北财经大学,前50%
0305 马克思主义理论,北京工商大学,前50%
0305 马克思主义理论,沈阳航空航天大学,前50%
0305 马克思主义理论,中原工学院,前50%
0401 教育学,北京师范大学,前3%
0401 教育学,华东师范大学,前3%
0401 教育学,华中师范大学,前3%
0401 教育学,东北师范大学,前3%
0401 教育学,西南大学,前7%
0401 教育学,南京师范大学,前7%
0401 教育学,华南师范大学,前7%
0401 教育学,浙江大学,前7%
0401 教育学,北京大学,前7%
0401 教育学,陕西师范大学,前7%
0401 教育学,厦门大学,前12%
0401 教育学,清华大学,前12%
0401 教育学,浙江师范大学,前12%
0401 教育学,杭州师范大学,前12%
0401 教育学,北京理工大学,前12%
0401 教育学,广西师范大学,前12%
0401 教育学,首都师范大学,前12%
0401 教育学,曲阜师范大学,前20%
0401 教育学,上海师范大学,前20%
0401 教育学,宁波大学,前20%
0401 教育学,河南大学,前20%
0401 教育学,天津师范大学,前20%
0401 教育学,江西师范大学,前20%
0401 教育学,山东师范大学,前20%
0401 教育学,华中科技大学,前20%
0401 教育学,湖南师范大学,前20%
0401 教育学,上海交通大学,前20%
0401 教育学,中国人民大学,前20%
0401 教育学,沈阳师范大学,前20%
0401 教育学,广州大学,前30%
0401 教育学,西北师范大学,前30%
0401 教育学,浙江工业大学,前30%
0401 教育学,安徽师范大学,前30%
0401 教育学,四川师范大学,前30%
0401 教育学,云南师范大学,前30%
0401 教育学,苏州大学,前30%
0401 教育学,武汉理工大学,前30%
0401 教育学,河北师范大学,前30%
0401 教育学,福建师范大学,前30%
0401 教育学,南京大学,前30%
0401 教育学,重庆师范大学,前30%
0401 教育学,北京航空航天大学,前30%
0401 教育学,江苏师范大学,前30%
0401 教育学,深圳大学,前30%
0401 教育学,河南师范大学,前40%
0401 教育学,辽宁师范大学,前40%
0401 教育学,新疆师范大学,前40%
0401 教育学,中央民族大学,前40%
0401 教育学,武汉大学,前40%
0401 教育学,江南大学,前40%
0401 教育学,同济大学,前40%
0401 教育学,湖州师范学院,前40%
0401 教育学,山西师范大学,前40%
0401 教育学,南通大学,前40%
0401 教育学,东南大学,前40%
0401 教育学,河北大学,前40%
0401 教育学,天津大学,前40%
0401 教育学,北京外国语大学,前40%
0401 教育学,南京邮电大学,前50%
0401 教育学,温州大学,前50%
0401 教育学,海南师范大学,前50%
0401 教育学,山西大学,前50%
0401 教育学,广东技术师范大学,前50%
0401 教育学,青岛大学,前50%
0401 教育学,郑州大学,前50%
0401 教育学,复旦大学,前50%
0401 教育学,湖北大学,前50%
0401 教育学,宁夏大学,前50%
0401 教育学,鲁东大学,前50%
0401 教育学,吉林师范大学,前50%
0401 教育学,西藏大学,前50%
0401 教育学,南宁师范大学,前50%
0401 教育学,中南民族大学,前50%
0402 心理学,北京师范大学,前3%
0402 心理学,华南师范大学,前3%
0402 心理学,北京大学,前3%
0402 心理学,西南大学,前7%
0402 心理学,华东师范大学,前7%
0402 心理学,华中师范大学,前7%
0402 心理学,天津师范大学,前7%
0402 心理学,陕西师范大学,前12%
0402 心理学,山东师范大学,前12%
0402 心理学,浙江大学,前12%
0402 心理学,中国人民大学,前12%
0402 心理学,杭州师范大学,前12%
0402 心理学,南京师范大学,前12%
0402 心理学,清华大学,前20%
0402 心理学,上海交通大学,前20%
0402 心理学,浙江师范大学,前20%
0402 心理学,辽宁师范大学,前20%
0402 心理学,中山大学,前20%
0402 心理学,深圳大学,前20%
0402 心理学,上海师范大学,前20%
0402 心理学,广州大学,前20%
0402 心理学,首都师范大学,前20%
0402 心理学,福建师范大学,前30%
0402 心理学,湖南师范大学,前30%
0402 心理学,江西师范大学,前30%
0402 心理学,复旦大学,前30%
0402 心理学,武汉大学,前30%
0402 心理学,南京大学,前30%
0402 心理学,东北师范大学,前30%
0402 心理学,四川师范大学,前30%
0402 心理学,苏州大学,前30%
0402 心理学,西南交通大学,前30%
0402 心理学,北京林业大学,前30%
0402 心理学,宁波大学,前40%
0402 心理学,暨南大学,前40%
0402 心理学,西北师范大学,前40%
0402 心理学,南开大学,前40%
0402 心理学,内蒙古师范大学,前40%
0402 心理学,宁夏大学,前40%
0402 心理学,新乡医学院,前40%
0402 心理学,贵州师范大学,前40%
0402 心理学,中南大学,前40%
0402 心理学,广西师范大学,前40%
0402 心理学,南方医科大学,前40%
0402 心理学,郑州大学,前50%
0402 心理学,中国政法大学,前50%
0402 心理学,中央财经大学,前50%
0402 心理学,上海体育大学,前50%
0402 心理学,浙江理工大学,前50%
0402 心理学,江苏师范大学,前50%
0402 心理学,吉林大学,前50%
0402 心理学,苏州科技大学,前50%
0402 心理学,信阳师范大学,前50%
0402 心理学,河南大学,前50%
0402 心理学,扬州大学,前50%
0402 心理学,云南师范大学,前50%
0403 体育学,上海体育大学,前3%
0403 体育学,北京体育大学,前3%
0403 体育学,华东师范大学,前3%
0403 体育学,武汉体育学院,前7%
0403 体育学,首都体育学院,前7%
